time,world_time,Fx,Fy,Fz,LPF_Fx,LPF_Fy,LPF_Fz,Mx,My,Mz,force_magnitude,touch_count,Volt_FSR1,Volt_FSR2,Ohm_FSR1,Ohm_FSR2,V1thers,V2thers
21.3186103,21.8853132,0.8235260000000006,1.5584309999999664,43.22842100000005,0.9306279515319258,0.658326683755976,34.64658290614521,0.1007951200000004,-0.35521736,0.0402490800000007,34.66533094431829,1.0,212.61,3679.86,225172.3813555336,3587.473436489432,0.0,3679.86
21.4285868,21.9952897,0.5935260000000007,1.0384309999999664,43.45842100000005,0.850041294924959,0.7491933662797033,36.753116455769046,0.1051951200000004,-0.34481736,0.0422490800000007,36.77057832172996,1.0,212.61,3712.61,225172.3813555336,3467.614427585984,0.0,3712.61
21.5385987,22.1053016,0.8485260000000006,0.8034309999999663,44.22842100000005,0.8496790527272471,0.7621592644120828,38.54014200575727,0.1287951200000004,-0.32521736,0.0422490800000007,38.55704069376835,1.0,213.59,3722.87,224093.3564305445,3430.498513243816,0.0,3722.87
21.6495696,22.2162725,1.0485260000000003,1.5034309999999662,45.54842100000005,0.8972148518657325,0.9393656274627984,40.21552172441005,0.1279951200000004,-0.33841736,0.0394490800000007,40.2364957450194,1.0,214.56,3724.83,223035.0484712901,3423.4314049231784,0.0,3724.83
21.7594871,22.32619,0.7985260000000005,1.7984309999999664,47.72842100000005,0.873622568937384,1.1447314103216153,42.01153456649935,0.1303951200000004,-0.35641736,0.0406490800000007,42.03620657274992,1.0,214.56,3731.18,223035.0484712901,3400.586409661288,0.0,3731.18
21.869454,22.4361569,0.8185260000000005,1.2084309999999665,48.45842100000005,0.8604513361367383,1.159959257375262,43.55270933822544,0.1571951200000004,-0.37921736,0.0330490800000007,43.57664939713217,1.0,219.94,3745.85,217334.72765299628,3348.105236461685,0.0,3745.85
21.9794026,22.5461055,0.7635260000000006,1.4734309999999664,48.953421000000056,0.837280634382357,1.234896941847528,44.84378847361115,0.1507951200000004,-0.37561736,0.0318490800000007,44.86860120377808,1.0,218.96,3750.73,218352.2104493972,3330.738282947585,0.0,3750.73
22.0898247,22.6565276,0.1485260000000003,1.5634309999999665,48.72842100000005,0.6726288637379161,1.3134353816510025,45.772437940117456,0.1283951200000004,-0.38001736,0.0326490800000007,45.79621837086563,1.0,215.54,3751.71,221975.50338684235,3327.256104549658,0.0,3751.71
22.2011456,22.7678485,-0.0814739999999996,2.1584309999999665,49.508421000000055,0.4923551268158607,1.5154376881367022,46.66555167786955,0.1267951200000004,-0.38681736,0.0250490800000007,46.69274759914478,1.0,215.05,3755.62,222504.0688212044,3313.381012988534,0.0,3755.62
22.3123352,22.8790381,0.1785260000000006,1.9734309999999664,50.203421000000056,0.4173320070710946,1.6249242977029985,47.51130489551549,0.1455951200000004,-0.39001736,0.0234490800000007,47.54091540822522,1.0,214.56,3759.04,223035.0484712901,3301.2684089554778,0.0,3759.04
22.4235898,22.9902927,0.5385260000000005,0.8434309999999663,49.523421000000056,0.4463043065389722,1.4381026796837504,47.99231578503593,0.1683951200000004,-0.38201736,0.0338490800000007,48.01593174418213,1.0,217.01,3764.42,220404.1288419889,3282.258621514072,0.0,3764.42
