time,world_time,Fx,Fy,Fz,LPF_Fx,LPF_Fy,LPF_Fz,Mx,My,Mz,force_magnitude,touch_count,V_SidePalm[mV],V_ThumbPalm[mV],V_UpperPalm[mV],V_Middle[mV],V_Index[mV],V_Thumb[mV],CalF1,CalF2,CalF3,CalF4,CalF5,CalF6
2.002930600079708,572155.7880748,0.4056235000001023,-0.1133099999999907,0.0491459999999921,0.0969672277412744,-0.0270875740073248,0.011748706311569,0.0002408800000012,-0.0007313599999994,0.0008361200000011,0.1013627743376531,,0.0,0.0,0.0,0.0,0.0,0.0,8.90445656866156e-05,8.068543955107214e-05,2.2305454642175129e-07,2.2577638938033553e-07,7.662867898069619e-08,3.9893666214442404e-05
2.156267900019884,572155.9414121,0.4056235000001023,-0.1133099999999907,0.0691459999999922,0.1707537392374945,-0.0476996677781095,0.0254699439834907,-0.0001591199999987,-0.0007313599999994,0.0016361200000011,0.179111182834156,,0.0,0.0,0.0,0.0,0.0,0.0,8.90445656866156e-05,8.068543955107214e-05,2.2305454642175129e-07,2.2577638938033553e-07,7.662867898069619e-08,3.9893666214442404e-05
2.1662286000791937,572155.9513728,0.4706235000001022,-0.2483099999999907,0.079145999999992,0.2424397716902048,-0.0956570168266902,0.0383015929091673,0.0006408800000012,-0.0003313599999994,0.0012361200000011,0.2634280163246876,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.90445656866156e-05,8.068543955107214e-05,2.2305454642175129e-07,2.2577638938033553e-07,7.662867898069619e-08,3.9893666214442404e-05
2.175303200026974,572155.9604474,0.5156235000001022,-0.2983099999999906,0.0641459999999921,0.3077463153155854,-0.1441026763405229,0.0444798851141642,0.0002408800000012,-0.0003313599999994,0.0008361200000011,0.3427124685484765,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.90445656866156e-05,8.068543955107214e-05,2.2305454642175129e-07,2.2577638938033553e-07,7.662867898069619e-08,3.9893666214442404e-05
2.2113650999963284,572155.9965093,0.4056235000001023,-0.2383099999999907,0.0691459999999922,0.3311445633410966,-0.1666236175783488,0.0503764980560325,0.0006408800000012,-0.0003313599999994,0.0004361200000011,0.3741095338555953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.90445656866156e-05,8.068543955107214e-05,2.2305454642175129e-07,2.2577638938033553e-07,7.662867898069619e-08,3.9893666214442404e-05
2.321152699994854,572156.1062969,0.3606235000001023,-0.2383099999999907,0.0691459999999922,0.3381917160937938,-0.1837607651307606,0.054863483079311,0.0002408800000012,-0.0007313599999994,0.0004361200000011,0.3887822750737251,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.90445656866156e-05,8.068543955107214e-05,2.2305454642175129e-07,2.2577638938033553e-07,7.662867898069619e-08,3.9893666214442404e-05
2.431082100025378,572156.2162263,0.3606235000001023,-0.2833099999999907,0.099145999999992,0.3435541960750709,-0.207558728831167,0.0654495386288623,0.0006408800000012,-0.0003313599999994,0.0020361200000011,0.4066863086723342,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.90445656866156e-05,8.068543955107214e-05,2.2305454642175129e-07,2.2577638938033553e-07,7.662867898069619e-08,3.9893666214442404e-05
2.542006100062281,572156.3271503,0.3656235000001022,-0.2383099999999907,0.0691459999999922,0.3488300225984093,-0.2149100423392854,0.0663332044214288,-0.0001591199999987,-0.0007313599999994,0.0004361200000011,0.4150527737205177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.90445656866156e-05,8.068543955107214e-05,2.2305454642175129e-07,2.2577638938033553e-07,7.662867898069619e-08,3.9893666214442404e-05
2.65273500001058,572156.4378792,0.3806235000001021,-0.2033099999999906,0.0591459999999922,0.3564304830349872,-0.2121369684238871,0.0646150512869177,0.0006408800000012,-0.0011313599999994,0.0020361200000011,0.4197855255501821,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.90445656866156e-05,8.068543955107214e-05,2.2305454642175129e-07,2.2577638938033553e-07,7.662867898069619e-08,3.9893666214442404e-05
2.7635651000309736,572156.5487093,0.4056235000001023,-0.1883099999999906,0.0591459999999922,0.3681904290917011,-0.2064409595054109,0.0633076350704808,0.0006408800000012,-0.0007313599999994,0.0008361200000011,0.4268371100249636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.90445656866156e-05,8.068543955107214e-05,2.2305454642175129e-07,2.2577638938033553e-07,7.662867898069619e-08,3.9893666214442404e-05
