time,world_time,Fx,Fy,Fz,LPF_Fx,LPF_Fy,LPF_Fz,Mx,My,Mz,force_magnitude,touch_count,V_SidePalm[mV],V_ThumbPalm[mV],V_UpperPalm[mV],V_Middle[mV],V_Index[mV],V_Thumb[mV],CalF1,CalF2,CalF3,CalF4,CalF5,CalF6
2.003184500033967,569788.8136027,0.1906235000001022,-0.1383099999999907,0.1591459999999921,0.0455699246649764,-0.033064004597592,0.0380450009087447,0.0006408800000012,-0.0007313599999994,0.0012361200000011,0.0679504858565971,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.159768000012264,569788.9701862,0.2556235000001021,-0.1233099999999907,0.1891459999999921,0.0957847491940901,-0.0546379617004724,0.0741667862362994,0.0002408800000012,-0.0007313599999994,0.0012361200000011,0.1328937064633912,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1690339000197127,569788.9794521,0.1506235000001021,-0.1133099999999907,0.119145999999992,0.1088943487080537,-0.0686639362799352,0.0849193921988394,0.0002408800000012,-0.0003313599999994,0.0008361200000011,0.1542206811599097,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.178086200030521,569788.9885044,0.1056235000001022,-0.0883099999999906,0.1491459999999921,0.1081124286970802,-0.0733604697277303,0.1002732267417155,0.0006408800000012,-0.0007313599999994,0.0004361200000011,0.1646960101479389,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2324043000116944,569789.0428225,0.0206235000001022,-0.0633099999999906,0.1391459999999921,0.0871975683061072,-0.0709578323386336,0.1095660439908869,0.0006408800000012,-0.0003313599999994,0.0012361200000011,0.1569813615831791,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3419704000698403,569789.1523886,0.1706235000001021,-0.0733099999999906,0.1591459999999921,0.1071411399140085,-0.0715201350092244,0.1214184906211637,0.0002408800000012,-0.0007313599999994,0.0008361200000011,0.1770220422391869,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.453560500056483,569789.2639787,0.2756235000001021,-0.1133099999999907,0.1291459999999921,0.1474180651435663,-0.0815103041089825,0.1232658075586919,0.0002408800000012,-0.0007313599999994,3.612000000116633e-05,0.208735418460088,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.564558100071736,569789.3749763,0.1056235000001022,-0.0883099999999906,0.1291459999999921,0.1374267724383537,-0.0831358205300839,0.1246715100380057,0.0006408800000012,-0.0003313599999994,0.0012361200000011,0.2033240464214451,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.676121499971486,569789.4865397,0.2156235000001023,-0.0733099999999906,0.1491459999999921,0.1561202650247067,-0.0807868871544629,0.1305223136576058,0.0006408800000012,-0.0003313599999994,0.0008361200000011,0.2189432178671608,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.778349100030028,569789.5887673,0.1256235000001022,-0.0983099999999906,0.1491459999999921,0.1488297930488172,-0.0849759138603315,0.134974440408013,0.0006408800000012,-0.0003313599999994,-0.0003638799999988,0.2181497485646236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.88940750004258,569789.6998257,0.1906235000001022,-0.0883099999999906,0.1591459999999921,0.1588208805969901,-0.0857729512361573,0.1407528263344118,0.0006408800000012,-0.0007313599999994,0.0012361200000011,0.228893926084745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0011225000489503,569789.8115407,0.2156235000001023,-0.1233099999999907,0.1491459999999921,0.1723999570853127,-0.0947464538961783,0.1427592751281877,0.0002408800000012,-0.0003313599999994,0.0012361200000011,0.2430614045134355,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1119335000403225,569789.9223517,0.1706235000001021,-0.0533099999999906,0.1591459999999921,0.1719752821866587,-0.0848407702714834,0.1466766400801135,0.0002408800000012,-0.0007313599999994,0.0004361200000011,0.2414280239090539,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.226090000011027,569790.0365082,0.2156235000001023,-0.0733099999999906,0.1391459999999921,0.1824097039526951,-0.0820842563442877,0.1448763861705483,0.0002408800000012,-0.0003313599999994,0.0008361200000011,0.2469823728640213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.329525300068781,569790.1399435,0.1706235000001021,-0.1733099999999906,0.1491459999999921,0.1795921267588789,-0.1038924293444404,0.1458970681985049,0.0006408800000012,-0.0007313599999994,0.0004361200000011,0.2536393569180186,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.444567000027746,569790.2549852,0.1706235000001021,-0.0983099999999906,0.1691459999999921,0.1774481117463252,-0.1025579092843534,0.1514548932868827,0.0002408800000012,-0.0007313599999994,0.0012361200000011,0.2548421900307228,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5552964999806136,569790.3657147,0.1256235000001022,-0.0483099999999906,0.1591459999999921,0.1650590639475713,-0.0895895547041491,0.1532935079042121,0.0006408800000012,-0.0003313599999994,0.0004361200000011,0.2424245913040072,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.665242000017315,569790.4756602,0.0406235000001022,-0.0733099999999906,0.1591459999999921,0.1353118435118591,-0.0856978095549547,0.1546925884158328,0.0006408800000012,-0.0007313599999994,0.0024361200000011,0.2226728687287371,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.775349500006996,569790.5857677,0.1706235000001021,-0.0783099999999906,0.1591459999999921,0.1437533500730328,-0.0839317003141805,0.1557572086247376,0.0006408800000012,-0.0007313599999994,0.0008361200000011,0.2279689979216897,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.878551200032234,569790.6889694,0.2156235000001023,-0.0483099999999906,0.1691459999999921,0.160934428575082,-0.0754160755367782,0.1589578959184087,0.0002408800000012,-0.0003313599999994,0.0004361200000011,0.2384430485985382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
