Time,Fx,Fy,Fz,Mx,My,Mz
642331,-0.0227825,0.00521,0.0123145,-3.548e-05,0.00022492,-0.00060368
643138,-0.0227825,0.00521,0.0323145,-3.548e-05,0.00022492,-0.00060368
643986,-0.0427825,0.04521,0.0223145,-3.548e-05,0.00022492,-0.00060368
644795,-0.0227825,0.03021,0.0023145,-3.548e-05,0.00022492,-0.00020368
645677,0.0422175,-0.02979,-0.0026855,-3.548e-05,0.00022492,-0.00060368
646517,0.0422175,-0.00479,0.0123145,-3.548e-05,-0.00017508,-0.00100368
647408,-0.0027825,-0.00479,0.0023145,-3.548e-05,-0.00017508,-0.00020368
648150,-0.0677825,-0.01979,0.0023145,0.00036452,-0.00017508,-0.00140368
648988,-0.0427825,-0.05479,0.0173145,-3.548e-05,-0.00017508,-0.00140368
649786,0.0022175,-0.00479,0.0023145,-3.548e-05,0.00022492,-0.00100368
650609,0.0422175,-0.00479,-0.0026855,-3.548e-05,0.00022492,-0.00020368
651470,0.0672175,0.00521,0.0173145,-3.548e-05,0.00022492,0.00019632
652313,-0.0027825,-0.02979,0.0073145,-3.548e-05,0.00022492,-0.00060368
653160,-0.0027825,-0.05479,0.0173145,0.00036452,-0.00017508,-0.00060368
654007,-0.0227825,0.00521,0.0123145,0.00036452,-0.00017508,-0.00140368
654797,-0.0427825,-0.07979,0.0273145,-3.548e-05,-0.00017508,-0.00180368
655641,-0.0677825,-0.01979,-0.0076855,0.00036452,-0.00017508,-0.00060368
656516,-0.0877825,0.02021,0.0023145,-3.548e-05,0.00022492,0.00219632
657283,-0.0227825,-0.03979,0.0073145,-3.548e-05,0.00022492,0.00139632
658156,0.0222175,-0.06479,0.0173145,0.00036452,0.00022492,0.00019632
659006,-0.0677825,-0.08979,0.0173145,0.00036452,0.00022492,-0.00060368
659853,0.0222175,0.00521,0.0323145,-3.548e-05,-0.00017508,-0.00060368
660715,0.0422175,-0.00479,0.0123145,-0.00043548,-0.00017508,-0.00100368
661458,-0.0427825,-0.02979,0.0273145,-0.00043548,0.00022492,0.00099632
662285,-0.0177825,0.01021,-0.0076855,-0.00043548,0.00022492,0.00019632
665676,-0.0227825,0.03021,0.0023145,-3.548e-05,-0.00017508,0.00059632
666001,0.0222175,0.03021,-0.0076855,-3.548e-05,-0.00017508,0.00059632
666331,0.0222175,-0.01479,-0.0276855,-3.548e-05,0.00022492,0.00019632
666783,0.0222175,0.00521,-0.0076855,-3.548e-05,-0.00017508,0.00019632
667133,0.0022175,0.02021,-0.0076855,-0.00043548,0.00022492,0.00019632
667441,0.0422175,0.02021,0.0273145,-3.548e-05,0.00022492,-0.00140368
668171,0.0022175,-0.00479,-0.0026855,0.00036452,0.00022492,-0.00100368
669011,-0.0877825,-0.00479,-0.0126855,-3.548e-05,0.00022492,0.00139632
669832,0.0222175,0.00521,0.0073145,-3.548e-05,0.00022492,0.00099632
670646,0.0422175,0.04521,0.0223145,-3.548e-05,0.00022492,0.00099632
671489,-0.0027825,-0.00479,0.0073145,-3.548e-05,0.00022492,0.00059632
672334,0.0022175,-0.00479,-0.0076855,-3.548e-05,-0.00017508,0.00059632
673189,-0.0227825,0.08021,-0.0076855,-3.548e-05,-0.00017508,0.00019632
673979,-0.107783,0.05521,0.0123145,0.00036452,-0.00017508,-0.00060368
674840,-0.0877825,-0.00479,0.0123145,-3.548e-05,-0.00017508,-0.00020368
675613,-0.0227825,-0.03979,0.0273145,-3.548e-05,-0.00017508,0.00059632
676549,0.0222175,-0.03979,-0.0026855,-0.00043548,0.00022492,0.00059632
677347,0.0022175,0.02021,0.0023145,-3.548e-05,0.00022492,0.00099632
678114,0.0022175,0.04521,-0.0076855,-0.00043548,0.00022492,0.00099632
679001,0.0472175,-0.02979,0.0173145,-0.00043548,0.00062492,-0.00060368
679814,0.0222175,-0.06479,0.0073145,-3.548e-05,0.00022492,0.00019632
680635,-0.0227825,-0.01479,0.0073145,-3.548e-05,0.00022492,0.00019632
681439,0.0222175,-0.08979,0.0073145,-3.548e-05,0.00022492,0.00019632
682378,-0.0627825,-0.03979,0.0173145,-3.548e-05,-0.00017508,-0.00020368
683111,-0.0677825,0.00521,0.0123145,-3.548e-05,-0.00017508,0.00019632
683988,-0.0227825,-0.04479,0.0473145,-3.548e-05,-0.00017508,-0.00020368
684829,-0.0427825,-0.02979,0.0273145,-3.548e-05,-0.00017508,0.00099632
685637,-0.0677825,-0.08979,0.0073145,-3.548e-05,0.00022492,-0.00060368
686464,-0.0427825,-0.02979,0.0073145,-3.548e-05,0.00022492,-0.00060368
687346,-0.0027825,0.02021,0.0023145,-3.548e-05,-0.00017508,-0.00060368
688163,-0.0027825,0.02021,0.0123145,-3.548e-05,-0.00017508,0.00019632
688998,-0.0877825,-0.00479,0.0273145,-3.548e-05,0.00022492,-0.00020368
689834,0.0222175,0.00521,-0.0276855,-3.548e-05,-0.00017508,0.00099632
690611,0.0872175,-0.02979,-0.0026855,-3.548e-05,-0.00017508,0.00099632
691489,0.0872175,-0.02979,0.0173145,-3.548e-05,-0.00017508,0.00019632
692399,0.0622175,-0.01479,0.0073145,-3.548e-05,0.00022492,0.00099632
693187,0.0022175,-0.07979,0.0073145,-3.548e-05,0.00022492,0.00059632
694033,-0.0227825,-0.03979,0.0173145,-3.548e-05,0.00022492,0.00059632
694806,-0.0877825,-0.02979,-0.0126855,-3.548e-05,-0.00017508,0.00099632
695650,-0.0227825,-0.01479,-0.0076855,-3.548e-05,-0.00017508,0.00019632
696534,-0.0227825,-0.03979,0.0173145,-3.548e-05,-0.00017508,-0.00020368
697377,-0.107783,-0.03979,0.0173145,-0.00043548,-0.00017508,-0.00100368
698125,-0.0427825,-0.02979,0.0073145,-3.548e-05,0.00022492,0.00019632
698997,0.0022175,0.02021,-0.0076855,-3.548e-05,0.00022492,0.00019632
699832,0.0222175,0.01021,0.0073145,-3.548e-05,0.00022492,0.00019632
700616,0.0222175,-0.03979,0.0073145,-3.548e-05,0.00022492,-0.00020368
701471,0.0422175,-0.07979,0.0173145,-3.548e-05,-0.00017508,-0.00020368
702321,-0.0227825,-0.06479,0.0273145,-3.548e-05,-0.00017508,0.00019632
703138,-0.107783,0.03021,-0.0076855,-3.548e-05,-0.00017508,-0.00020368
704001,-0.0227825,0.08021,-0.0176855,-3.548e-05,-0.00017508,0.00019632
704830,0.0422175,0.04521,0.0023145,-3.548e-05,-0.00017508,0.00019632
705639,0.132217,-0.00479,0.0073145,-3.548e-05,0.00022492,0.00059632
706457,0.0222175,0.08021,0.0223145,-3.548e-05,0.00022492,0.00099632
707324,0.0022175,0.04521,0.0123145,-0.00043548,-0.00017508,0.00099632
708232,-0.0427825,-0.00479,0.0173145,-3.548e-05,-0.00017508,0.00059632
709041,-0.0627825,0.08021,0.0323145,-0.00043548,-0.00017508,0.00019632
709816,-0.0427825,-0.00479,0.0523145,-0.00043548,-0.00017508,-0.00020368
710680,-0.0227825,-0.06479,0.0273145,-3.548e-05,-0.00017508,0.00099632
711535,-0.0427825,-0.00479,0.0173145,0.00036452,-0.00017508,0.00059632
712331,-0.0427825,-0.00479,-0.0176855,-3.548e-05,0.00022492,-0.00020368
713170,0.0422175,-0.00479,0.0073145,-3.548e-05,0.00022492,-0.00020368
714009,-0.0027825,0.02021,-0.0176855,-3.548e-05,-0.00017508,0.00019632
714859,-0.0027825,0.09521,-0.0176855,-3.548e-05,-0.00017508,0.00099632
715889,-0.0227825,0.08021,-0.0076855,-3.548e-05,0.00022492,0.00019632
716595,0.0172175,-0.04479,-0.0126855,0.00036452,-0.00017508,-0.00020368
717397,0.0622175,-0.01479,-0.0026855,-3.548e-05,-0.00017508,0.00099632
718144,0.0222175,-0.06479,0.0073145,-0.00043548,-0.00017508,0.00099632
718980,-0.0227825,-0.08979,0.0273145,-0.00043548,0.00022492,0.00139632
719850,-0.0627825,0.01021,-0.0076855,-3.548e-05,0.00022492,0.00099632
720636,0.0222175,0.03021,-0.0076855,0.00036452,0.00022492,-0.00020368
721468,0.0422175,0.02021,0.0023145,-3.548e-05,-0.00017508,-0.00060368
722355,0.0222175,0.00521,0.0323145,-3.548e-05,-0.00017508,-0.00140368
723861,0.0422175,-0.05479,0.0073145,-3.548e-05,-0.00017508,-0.00060368
724381,0.0622175,-0.06479,-0.0126855,-3.548e-05,-0.00017508,0.00019632
724908,0.0172175,-0.01979,-0.0176855,-3.548e-05,-0.00017508,0.00099632
725665,0.107217,-0.01979,-0.0176855,-3.548e-05,-0.00017508,0.00019632
726522,-0.0427825,-0.07979,-0.0026855,-3.548e-05,-0.00017508,-0.00020368
727340,-0.0627825,-0.06479,-0.0026855,-3.548e-05,0.00022492,-0.00060368
728196,-0.0427825,-0.00479,0.0223145,-3.548e-05,-0.00017508,-0.00020368
729210,-0.0677825,-0.01979,0.0223145,0.00036452,-0.00017508,-0.00060368
729806,-0.0427825,-0.02979,0.0023145,-3.548e-05,-0.00017508,-0.00060368
730707,-0.0427825,0.07021,-0.0076855,-0.00043548,0.00022492,-0.00100368
731621,-0.0027825,0.04521,0.0023145,-3.548e-05,0.00022492,-0.00060368
732586,0.0222175,-0.01979,0.0273145,-3.548e-05,0.00022492,-0.00060368
733131,0.0422175,0.04521,0.0223145,-3.548e-05,0.00022492,0.00099632
734024,-0.0227825,0.08021,-0.0076855,-3.548e-05,-0.00017508,0.00099632
734872,-0.0227825,0.03021,-0.0176855,0.00036452,-0.00017508,-0.00100368
735748,-0.0427825,-0.07979,-0.0026855,-3.548e-05,-0.00017508,-0.00100368
736579,0.0222175,-0.06479,-0.0026855,-3.548e-05,-0.00017508,0.00019632
737367,-0.0227825,0.01021,-0.0176855,-3.548e-05,-0.00017508,0.00099632
738234,0.0222175,0.03021,-0.0076855,-3.548e-05,0.00022492,0.00059632
739021,-0.0227825,0.03021,-0.0176855,-3.548e-05,-0.00017508,0.00059632
739878,-0.0877825,0.02021,-0.0076855,-3.548e-05,-0.00017508,0.00019632
740669,-0.0477825,0.02021,0.0023145,0.00036452,-0.00017508,-0.00060368
741479,0.0622175,0.00521,0.0123145,0.00036452,-0.00017508,-0.00060368
742303,0.0222175,0.03021,0.0223145,-3.548e-05,-0.00017508,0.00059632
743247,-0.0027825,-0.00479,-0.0176855,-3.548e-05,-0.00017508,-0.00020368
744038,-0.0627825,-0.06479,-0.0026855,-3.548e-05,0.00022492,-0.00060368
744867,-0.0227825,-0.06479,0.0073145,-3.548e-05,0.00022492,-0.00060368
745693,0.0022175,0.04521,0.0023145,-3.548e-05,0.00022492,0.00099632
746562,0.0422175,0.07021,0.0023145,-3.548e-05,0.00022492,-0.00020368
747341,0.0022175,0.06521,0.0123145,-3.548e-05,0.00022492,-0.00180368
748190,-0.0677825,0.03021,0.0123145,0.00036452,-0.00017508,-0.00100368
748994,-0.0427825,-0.05479,0.0173145,-3.548e-05,-0.00017508,0.00099632
749930,-0.0427825,0.02021,-0.0176855,-3.548e-05,-0.00017508,0.00099632
750695,-0.0027825,0.02021,0.0023145,-3.548e-05,0.00022492,0.00099632
751482,-0.0227825,-0.03979,0.0073145,-3.548e-05,0.00022492,-0.00020368
752308,0.0422175,0.02021,0.0073145,-3.548e-05,0.00022492,0.00139632
753117,0.0022175,-0.05479,0.0273145,-3.548e-05,0.00022492,0.00019632
754095,-0.0427825,-0.05479,0.0173145,-3.548e-05,-0.00017508,-0.00060368
754863,-0.0227825,0.03521,0.0273145,-3.548e-05,0.00062492,0.00059632
755696,-0.0427825,0.02021,0.0023145,-3.548e-05,0.00022492,0.00019632
756579,-0.0027825,0.02021,0.0123145,-3.548e-05,-0.00017508,-0.00140368
757343,-0.0027825,0.02021,0.0123145,-3.548e-05,-0.00017508,-0.00060368
758126,-0.0427825,-0.02979,0.0273145,-3.548e-05,0.00022492,0.00019632
759026,-0.0627825,0.03021,0.0123145,-3.548e-05,0.00022492,-0.00020368
759861,-0.0877825,-0.00479,0.0123145,-3.548e-05,-0.00017508,-0.00020368
760655,-0.0227825,0.00521,0.0123145,-3.548e-05,-0.00017508,0.00019632
761447,-0.0227825,-0.01479,0.0073145,-3.548e-05,0.00022492,0.00099632
762337,0.0622175,-0.03979,-0.0026855,0.00036452,0.00022492,0.00059632
763176,0.0422175,-0.05479,-0.0026855,-3.548e-05,0.00022492,-0.00060368
764022,0.0422175,-0.02979,0.0073145,-3.548e-05,0.00022492,0.00099632
764808,0.0222175,0.03521,0.0023145,-3.548e-05,0.00022492,0.00139632
765673,0.0422175,-0.02979,0.0073145,-3.548e-05,0.00022492,0.00019632
766517,0.0222175,-0.03979,0.0073145,-3.548e-05,0.00022492,-0.00020368
767332,-0.0427825,-0.00479,0.0273145,-3.548e-05,0.00022492,0.00059632
768128,-0.0827825,-0.02979,0.0073145,-3.548e-05,0.00022492,0.00099632
769061,0.0022175,-0.02979,0.0173145,-3.548e-05,0.00022492,0.00099632
769836,0.0022175,0.04521,0.0123145,-3.548e-05,0.00022492,0.00019632
770669,-0.0427825,-0.00479,-0.0076855,-3.548e-05,0.00022492,-0.00020368
771531,0.0022175,0.07021,-0.0276855,-3.548e-05,0.00022492,-0.00020368
772375,-0.0427825,0.12021,-0.0176855,-3.548e-05,-0.00017508,0.00019632
773162,-0.0027825,0.06521,0.0123145,-3.548e-05,-0.00017508,-0.00020368
774057,-0.0227825,0.05521,-0.0176855,-3.548e-05,-0.00017508,0.00099632
774877,-0.0427825,0.04521,-0.0176855,-3.548e-05,0.00022492,0.00019632
775627,-0.0227825,0.00521,-0.0076855,-3.548e-05,-0.00017508,-0.00060368
776483,-0.107783,0.03021,0.0423145,-3.548e-05,-0.00017508,0.00059632
777409,-0.127783,0.02021,0.0423145,-0.00043548,-0.00017508,0.00019632
778180,-0.0677825,-0.01979,0.0373145,-3.548e-05,-0.00017508,0.00019632
779024,-0.0227825,-0.03979,0.0373145,-3.548e-05,0.00022492,0.00059632
779828,0.0472175,0.02021,0.0373145,-0.00043548,0.00022492,-0.00060368
780645,-0.0227825,0.05521,-0.0076855,-3.548e-05,0.00022492,0.00019632
781501,-0.0027825,-0.02979,0.0073145,0.00036452,0.00022492,0.00019632
782318,-0.0227825,-0.01979,0.0273145,0.00036452,0.00022492,-0.00140368
783143,-0.0227825,0.08021,0.0023145,-3.548e-05,0.00022492,-0.00060368
784093,-0.0427825,-0.00479,-0.0076855,-3.548e-05,-0.00017508,-0.00020368
784798,-0.0227825,0.03021,-0.0176855,-3.548e-05,-0.00017508,-0.00020368
785639,0.0622175,-0.01979,0.0173145,-3.548e-05,-0.00017508,-0.00060368
786536,0.0622175,0.03021,0.0123145,-3.548e-05,-0.00017508,0.00059632
787326,-0.0027825,-0.00479,0.0123145,-3.548e-05,-0.00017508,0.00059632
788171,-0.0427825,0.02021,0.0123145,-3.548e-05,-0.00017508,0.00099632
789014,-0.0227825,0.03021,-0.0176855,0.00036452,-0.00017508,0.00139632
789826,-0.0227825,0.05521,-0.0076855,-3.548e-05,0.00022492,0.00099632
790664,-0.0677825,0.08021,0.0223145,0.00036452,-0.00017508,0.00019632
791525,-0.0427825,0.02021,0.0223145,-3.548e-05,-0.00017508,0.00099632
792313,0.0222175,0.01021,0.0073145,-3.548e-05,0.00022492,0.00179632
793179,0.0022175,-0.00479,-0.0076855,-3.548e-05,-0.00017508,0.00059632
794038,0.0622175,-0.03979,0.0073145,-3.548e-05,0.00022492,0.00059632
794823,0.0222175,0.03021,0.0223145,0.00036452,0.00022492,0.00059632
795694,-0.0627825,0.03021,0.0473145,-3.548e-05,0.00022492,0.00059632
796527,-0.0427825,0.07021,0.0223145,0.00036452,0.00022492,-0.00020368
797361,-0.107783,0.03021,0.0123145,-3.548e-05,0.00022492,-0.00100368
798182,-0.0827825,-0.02979,-0.0176855,-3.548e-05,0.00022492,-0.00060368
799044,-0.0427825,-0.00479,-0.0076855,-3.548e-05,-0.00017508,-0.00100368
799899,-0.0627825,0.03521,-0.0076855,-0.00043548,0.00022492,0.00059632
800661,0.0422175,-0.00479,0.0073145,-3.548e-05,0.00022492,0.00059632
801493,0.0022175,-0.02979,0.0073145,-3.548e-05,0.00022492,0.00019632
802329,-0.0227825,0.05521,0.0023145,-3.548e-05,0.00022492,0.00019632
803211,-0.0027825,0.04521,0.0223145,0.00036452,0.00022492,0.00019632
803986,0.0422175,-0.05479,0.0273145,0.00036452,-0.00017508,0.00019632
804852,-0.0227825,-0.06479,0.0273145,-3.548e-05,-0.00017508,0.00019632
805716,-0.0427825,0.02021,0.0023145,-3.548e-05,-0.00017508,0.00019632
806548,0.0422175,0.02021,-0.0076855,-3.548e-05,0.00022492,0.00019632
807494,0.0222175,-0.01479,0.0173145,-3.548e-05,-0.00017508,0.00019632
808148,-0.0027825,-0.00479,0.0173145,-3.548e-05,-0.00017508,0.00059632
808991,-0.0227825,-0.01979,-0.0076855,-3.548e-05,-0.00017508,-0.00060368
809818,-0.0427825,-0.05479,0.0073145,-3.548e-05,-0.00017508,0.00019632
810645,-0.0627825,0.08021,0.0223145,-3.548e-05,-0.00017508,0.00099632
811521,-0.0427825,0.04521,0.0023145,-3.548e-05,-0.00017508,0.00099632
812410,0.0222175,-0.08979,0.0073145,-3.548e-05,0.00022492,-0.00060368
813133,0.0222175,-0.08979,0.0073145,-3.548e-05,0.00022492,0.00019632
813977,0.0222175,-0.01979,-0.0076855,-3.548e-05,-0.00017508,-0.00060368
814877,-0.0027825,-0.05479,0.0073145,0.00036452,0.00022492,0.00019632
815721,-0.0027825,0.02021,0.0023145,0.00036452,0.00022492,-0.00060368
816576,0.0222175,-0.01979,0.0173145,0.00036452,-0.00017508,-0.00140368
817294,0.0222175,-0.03979,0.0073145,-3.548e-05,0.00022492,0.00059632
818178,-0.0227825,-0.03979,0.0073145,-3.548e-05,-0.00017508,0.00139632
818997,0.0422175,-0.00479,0.0073145,-3.548e-05,0.00022492,0.00059632
819869,0.0622175,0.03021,0.0223145,-3.548e-05,-0.00017508,-0.00020368
820666,-0.0027825,0.04021,0.0123145,0.00036452,-0.00017508,0.00019632
821479,0.0222175,-0.01979,0.0273145,-3.548e-05,-0.00017508,0.00019632
822355,-0.0227825,0.00521,0.0223145,0.00036452,0.00022492,-0.00060368
823226,-0.0227825,0.05521,0.0123145,-3.548e-05,-0.00017508,-0.00060368
824051,0.0422175,-0.02979,0.0173145,-3.548e-05,-0.00017508,-0.00060368
824855,0.0422175,-0.05479,0.0273145,-3.548e-05,-0.00017508,-0.00060368
825682,0.0222175,0.03021,0.0323145,-3.548e-05,0.00022492,0.00059632
826577,0.0222175,0.00521,0.0123145,-3.548e-05,-0.00017508,0.00019632
827397,0.0622175,-0.06979,-0.0026855,-3.548e-05,-0.00017508,-0.00060368
828273,0.0622175,-0.04479,-0.0126855,0.00036452,-0.00017508,-0.00020368
829031,0.0222175,0.00521,-0.0076855,-3.548e-05,-0.00017508,0.00019632
829801,0.0172175,-0.01979,-0.0026855,0.00036452,-0.00017508,0.00019632
830624,-0.0677825,0.00521,-0.0176855,0.00036452,-0.00017508,0.00019632
831497,-0.0427825,0.02021,0.0023145,-3.548e-05,0.00022492,-0.00060368
832402,0.0622175,-0.01979,-0.0176855,-3.548e-05,-0.00017508,-0.00060368
833169,0.0422175,-0.02979,0.0173145,-3.548e-05,-0.00017508,0.00019632
834009,-0.0427825,-0.00479,0.0173145,-3.548e-05,-0.00017508,0.00059632
834815,-0.0427825,-0.05479,0.0273145,-3.548e-05,-0.00017508,0.00099632
835677,-0.0227825,-0.08979,-0.0326855,-3.548e-05,-0.00017508,-0.00060368
836538,-0.0427825,-0.05479,-0.0376855,-3.548e-05,-0.00017508,-0.00060368
837340,-0.0427825,-0.00479,-0.0076855,-3.548e-05,0.00022492,-0.00020368
838208,-0.0027825,-0.05479,0.0073145,0.00036452,-0.00017508,-0.00060368
839006,-0.0227825,-0.06479,0.0073145,-3.548e-05,-0.00017508,-0.00060368
839859,0.0022175,-0.07979,0.0273145,-3.548e-05,0.00022492,0.00059632
840665,-0.0427825,-0.09979,0.0173145,-3.548e-05,0.00022492,0.00099632
841528,0.0222175,-0.11479,0.0173145,-3.548e-05,0.00022492,0.00059632
842379,0.0622175,-0.01979,0.0073145,-3.548e-05,-0.00017508,0.00019632
843218,0.0872175,0.09021,0.0023145,-3.548e-05,0.00022492,-0.00060368
844027,-0.0027825,0.07021,-0.0076855,-3.548e-05,-0.00017508,-0.00020368
844853,-0.0227825,-0.03979,-0.0026855,0.00036452,0.00022492,-0.00020368
845697,0.0022175,0.04521,0.0023145,0.00036452,0.00022492,0.00019632
846514,0.0022175,0.09521,0.0023145,0.00036452,0.00022492,0.00019632
847383,0.0422175,0.04521,-0.0176855,0.00036452,0.00062492,0.00099632
848224,0.0222175,-0.03979,0.0073145,-3.548e-05,0.00022492,-0.00020368
849075,-0.0227825,0.03021,0.0023145,-3.548e-05,0.00022492,0.00139632
849867,-0.0227825,0.01021,-0.0276855,-3.548e-05,0.00022492,0.00099632
850660,0.0222175,-0.03979,0.0073145,-3.548e-05,0.00022492,-0.00020368
851550,0.0222175,-0.01979,0.0373145,-3.548e-05,0.00022492,0.00019632
852337,-0.0227825,0.03021,0.0323145,-3.548e-05,0.00022492,0.00059632
853168,0.0222175,0.01021,-0.0176855,-3.548e-05,-0.00017508,0.00099632
854117,-0.0227825,-0.06479,0.0173145,0.00036452,-0.00017508,0.00019632
854834,-0.0427825,-0.05479,0.0273145,-3.548e-05,-0.00017508,-0.00060368
855648,-0.0427825,-0.00479,0.0023145,-3.548e-05,0.00022492,-0.00100368
856530,-0.0427825,0.04521,-0.0076855,-3.548e-05,0.00022492,0.00019632
857350,0.0422175,0.14021,-0.0076855,-3.548e-05,0.00022492,-0.00020368
858169,0.0222175,0.05521,0.0223145,-3.548e-05,0.00022492,0.00019632
859240,-0.0027825,-0.02979,0.0173145,-3.548e-05,-0.00017508,-0.00060368
859877,-0.0627825,0.00521,0.0023145,-3.548e-05,0.00022492,-0.00140368
861093,0.0222175,-0.01979,0.0073145,0.00036452,0.00022492,-0.00060368
862168,-0.0677825,0.05521,-0.0076855,-3.548e-05,-0.00017508,-0.00140368
863242,0.0422175,0.06521,0.0023145,0.00036452,-0.00017508,-0.00020368
863996,0.0822175,0.02021,-0.0276855,0.00036452,-0.00017508,0.00019632
864821,-0.0227825,-0.01979,-0.0076855,-3.548e-05,-0.00017508,0.00019632
865179,-0.0427825,-0.05479,0.0173145,0.00036452,-0.00017508,0.00019632
866114,-0.0427825,0.02021,0.0023145,-3.548e-05,0.00022492,-0.00060368
866798,-0.0227825,0.01021,-0.0026855,-3.548e-05,0.00022492,0.00019632
867323,0.0422175,-0.05479,0.0073145,-3.548e-05,0.00022492,0.00139632
868185,-0.0177825,0.01021,0.0173145,-3.548e-05,0.00022492,0.00019632
868970,-0.0877825,0.02021,0.0223145,-3.548e-05,-0.00017508,0.00019632
869819,0.0022175,-0.07979,0.0373145,-3.548e-05,0.00022492,0.00059632
870640,-0.0227825,-0.03979,0.0173145,-3.548e-05,0.00022492,0.00059632
871504,0.0022175,-0.00479,0.0273145,-3.548e-05,0.00022492,0.00059632
872324,-0.0227825,0.05521,0.0023145,-3.548e-05,0.00022492,-0.00060368
873174,-0.0427825,0.04521,-0.0176855,-3.548e-05,0.00022492,0.00019632
873966,-0.0227825,-0.01479,-0.0126855,-3.548e-05,0.00022492,0.00019632
874791,-0.0027825,0.04521,-0.0276855,-3.548e-05,-0.00017508,0.00019632
875665,-0.0427825,-0.05479,0.0073145,-3.548e-05,0.00022492,-0.00060368
876498,0.0022175,0.02021,-0.0176855,-0.00043548,-0.00017508,-0.00060368
877303,-0.0027825,-0.00479,0.0023145,-3.548e-05,-0.00017508,-0.00020368
878173,-0.107783,-0.01479,0.0023145,-3.548e-05,0.00022492,0.00019632
879065,-0.0627825,0.01021,-0.0076855,-3.548e-05,-0.00017508,0.00099632
879852,-0.0227825,0.01021,-0.0176855,-3.548e-05,-0.00017508,0.00099632
880704,-0.0427825,0.02021,-0.0176855,-3.548e-05,-0.00017508,0.00019632
881488,-0.0427825,-0.00479,0.0023145,-3.548e-05,-0.00017508,0.00139632
882414,-0.0427825,-0.10479,0.0273145,-3.548e-05,0.00022492,-0.00060368
883146,0.0622175,-0.04479,0.0073145,-3.548e-05,0.00022492,-0.00180368
884085,0.0222175,0.00521,0.0023145,-3.548e-05,-0.00017508,-0.00060368
884849,0.0022175,0.04521,0.0123145,-3.548e-05,-0.00017508,0.00019632
885628,0.0222175,-0.03979,0.0073145,-3.548e-05,0.00022492,-0.00020368
886529,-0.0227825,-0.03979,0.0073145,-3.548e-05,0.00022492,-0.00020368
887351,-0.0427825,0.02021,-0.0076855,-3.548e-05,-0.00017508,0.00019632
888188,0.0222175,0.10521,0.0023145,-3.548e-05,0.00022492,-0.00020368
889070,-0.0227825,0.05521,-0.0376855,-3.548e-05,0.00022492,-0.00060368
889850,-0.0227825,0.03021,0.0123145,0.00036452,-0.00017508,-0.00100368
890676,0.0422175,-0.00479,0.0173145,-3.548e-05,-0.00017508,0.00139632
891489,0.0222175,-0.01479,-0.0026855,-3.548e-05,0.00022492,0.00099632
892302,-0.0827825,-0.00479,0.0023145,-0.00043548,0.00022492,-0.00020368
893189,-0.0877825,-0.05479,0.0173145,-0.00043548,-0.00017508,0.00019632
894002,0.0222175,0.03021,0.0223145,0.00036452,0.00022492,0.00059632
894797,0.0422175,-0.00479,0.0023145,-3.548e-05,0.00022492,-0.00100368
895712,-0.0427825,-0.07979,0.0173145,-3.548e-05,-0.00017508,0.00059632
896501,-0.0877825,-0.00479,0.0123145,-3.548e-05,-0.00017508,0.00059632
897301,-0.0427825,0.02021,-0.0176855,-3.548e-05,-0.00017508,0.00099632
898175,-0.0027825,-0.10479,-0.0026855,-3.548e-05,-0.00017508,0.00019632
898993,0.0022175,-0.00479,-0.0076855,-3.548e-05,0.00022492,-0.00020368
899800,-0.0027825,0.07021,-0.0076855,-3.548e-05,-0.00017508,-0.00020368
900660,0.0422175,0.02021,-0.0076855,-3.548e-05,0.00022492,0.00099632
901499,0.0222175,-0.08979,0.0073145,-3.548e-05,0.00022492,0.00179632
902336,-0.0427825,-0.10479,-0.0026855,0.00036452,0.00022492,0.00019632
903175,-0.0427825,-0.02979,0.0073145,-3.548e-05,0.00022492,0.00019632
903967,0.0222175,0.03021,0.0123145,-3.548e-05,-0.00017508,-0.00020368
904807,0.0222175,-0.11479,0.0273145,-3.548e-05,0.00022492,-0.00020368
905651,0.0022175,0.02021,0.0273145,-3.548e-05,0.00022492,-0.00060368
906469,-0.0027825,-0.00479,-0.0176855,0.00036452,-0.00017508,0.00059632
907324,-0.0027825,-0.05479,0.0073145,-3.548e-05,-0.00017508,0.00019632
908143,-0.0427825,-0.05479,0.0173145,-3.548e-05,-0.00017508,0.00019632
909003,-0.0027825,-0.05479,0.0173145,0.00036452,-0.00017508,-0.00060368
909836,-0.0027825,-0.10479,0.0273145,-0.00043548,-0.00017508,0.00019632
910695,0.0222175,-0.06479,0.0273145,-0.00043548,-0.00017508,0.00099632
911479,0.0172175,0.00521,0.0373145,0.00036452,-0.00017508,0.00019632
912306,-0.0477825,-0.02979,0.0073145,0.00036452,-0.00017508,0.00019632
913123,-0.0027825,-0.00479,0.0123145,-3.548e-05,-0.00017508,0.00059632
914021,-0.0027825,0.04521,0.0023145,-3.548e-05,0.00022492,0.00019632
914827,-0.0427825,0.02021,0.0023145,-3.548e-05,-0.00017508,0.00019632
915694,-0.0227825,0.03521,0.0023145,-3.548e-05,0.00022492,0.00059632
916626,0.0222175,0.05521,0.0123145,-3.548e-05,0.00022492,0.00019632
917347,0.0422175,0.09521,0.0423145,-3.548e-05,0.00022492,0.00019632
918172,-0.0227825,0.08021,0.0123145,-3.548e-05,0.00022492,0.00019632
919025,-0.0427825,0.07021,-0.0276855,0.00036452,0.00022492,-0.00020368
