Time,Fx,Fy,Fz,Mx,My,Mz
6764902,5.85722,-0.00979,-20.3777,0.292765,0.105825,0.188996
6765700,5.91722,0.00021,-20.4527,0.293565,0.105825,0.188996
6766499,6.01722,0.01021,-20.5227,0.294365,0.105825,0.189396
6767346,6.06222,0.01521,-20.5927,0.295165,0.106225,0.190196
6768177,6.05722,0.08521,-20.6627,0.296365,0.106625,0.191796
6768999,6.07722,0.07521,-20.7427,0.297565,0.107025,0.193796
6769854,6.15722,0.14521,-20.8427,0.298365,0.107425,0.194596
6770725,6.15722,0.17021,-20.9127,0.299165,0.107425,0.194596
6771541,6.26222,0.13021,-20.9627,0.300365,0.107425,0.194596
6772346,6.32722,0.12021,-21.0427,0.300765,0.107825,0.194996
6773216,6.28222,0.14521,-21.1027,0.301565,0.108625,0.195796
6774009,6.34222,0.13021,-21.1627,0.302765,0.108625,0.196996
6774865,6.31722,0.17021,-21.2327,0.303565,0.109025,0.198596
6775668,6.34222,0.18021,-21.2727,0.303565,0.109425,0.198996
6776496,6.31722,0.19521,-21.3227,0.304365,0.109825,0.200196
6777331,6.36222,0.22021,-21.3827,0.305165,0.110225,0.200596
6778177,6.42222,0.28021,-21.4727,0.305965,0.110225,0.200196
6779010,6.52722,0.31021,-21.5027,0.306765,0.111025,0.201796
6779834,6.57222,0.31021,-21.5627,0.307165,0.111425,0.202196
6780665,6.59222,0.28021,-21.6327,0.307565,0.111425,0.201796
6781517,6.61222,0.33521,-21.6827,0.307965,0.111825,0.202596
6782347,6.67222,0.37521,-21.7627,0.309165,0.111825,0.204996
6783185,6.67722,0.30521,-21.8227,0.309565,0.112625,0.205796
6783989,6.65222,0.36021,-21.8727,0.309965,0.112625,0.205396
6784884,6.67222,0.32521,-21.9227,0.310365,0.113025,0.205396
6785688,6.73722,0.34021,-21.9827,0.310765,0.113425,0.206596
6786573,6.82222,0.43521,-22.0127,0.311565,0.113825,0.207396
6787353,6.84722,0.35021,-22.0627,0.311565,0.114225,0.206196
6788180,6.82222,0.41021,-22.1027,0.312365,0.114225,0.206596
6789039,6.80222,0.47521,-22.1327,0.312365,0.114625,0.208196
6789849,6.88722,0.37521,-22.2027,0.312765,0.114625,0.208596
6790679,7.01722,0.40021,-22.2327,0.313165,0.115025,0.209796
6791506,7.01222,0.45021,-22.2927,0.313965,0.115025,0.209396
6792360,7.03722,0.48521,-22.3627,0.314365,0.115825,0.208596
6793203,7.10222,0.47521,-22.4027,0.314365,0.115825,0.210596
6794020,7.08222,0.53521,-22.4427,0.314765,0.116225,0.210996
6794867,7.07722,0.51521,-22.4727,0.315565,0.116625,0.212196
6795673,7.12222,0.49021,-22.5327,0.315965,0.117025,0.211796
6796513,7.05722,0.57521,-22.5727,0.315965,0.117025,0.212196
6797334,7.12222,0.61021,-22.6127,0.315965,0.117025,0.212196
6798186,7.25222,0.54021,-22.6527,0.316365,0.117425,0.212196
6798998,7.19222,0.65021,-22.6327,0.316365,0.117825,0.212196
6799839,7.16722,0.63521,-22.6727,0.316765,0.118225,0.210996
6800693,7.21222,0.61521,-22.7227,0.316765,0.118225,0.212196
6801504,7.25722,0.71021,-22.7327,0.317165,0.118625,0.212596
6802356,7.36722,0.65021,-22.7627,0.317165,0.119025,0.212196
6803179,7.30222,0.66521,-22.8127,0.317165,0.119025,0.212596
6803991,7.23722,0.68021,-22.8527,0.317165,0.119025,0.213396
6804891,7.32722,0.60521,-22.8727,0.317165,0.119825,0.213796
6805709,7.32722,0.65521,-22.8827,0.317565,0.120225,0.214596
6806563,7.37222,0.78021,-22.9077,0.317165,0.119825,0.214996
6807454,7.43722,0.79021,-22.9377,0.317165,0.120225,0.214596
6808202,7.48222,0.69521,-22.9727,0.317165,0.120625,0.214996
6809040,7.50722,0.73521,-22.9927,0.316765,0.121025,0.213796
6809888,7.44222,0.72021,-23.0227,0.317165,0.121025,0.215396
6810684,7.48722,0.77021,-23.0727,0.317565,0.121825,0.216596
6811516,7.55222,0.81021,-23.1027,0.317565,0.122225,0.215796
6812403,7.62222,0.77521,-23.1227,0.317165,0.122225,0.216596
6813194,7.60222,0.76521,-23.1427,0.317165,0.122625,0.216996
6814040,7.62722,0.70521,-23.1627,0.317165,0.123025,0.216596
6814839,7.66722,0.73021,-23.2027,0.317165,0.123425,0.218996
6815691,7.64722,0.72021,-23.2427,0.317165,0.123425,0.217796
6816499,7.69222,0.74521,-23.2727,0.317565,0.123825,0.216596
6817327,7.71722,0.78021,-23.2927,0.317565,0.124225,0.216596
6818192,7.65222,0.79521,-23.3427,0.317965,0.124625,0.217796
6819038,7.78722,0.79521,-23.3627,0.317565,0.125025,0.218596
6819877,7.82722,0.82021,-23.3927,0.317565,0.124625,0.217396
6820708,7.83222,0.80021,-23.3927,0.317565,0.125425,0.217796
6821557,7.87722,0.80021,-23.4327,0.317565,0.125825,0.217796
6822390,7.81222,0.83521,-23.4527,0.317565,0.125825,0.218596
6823211,7.81222,0.86521,-23.4927,0.317565,0.126225,0.218596
6824019,7.89722,0.83521,-23.5327,0.317965,0.126625,0.217796
6824864,7.92222,0.82521,-23.5427,0.317965,0.127025,0.218596
6825721,7.92722,0.83021,-23.5927,0.317965,0.127425,0.218596
6826622,7.90722,0.91521,-23.5927,0.317965,0.127825,0.220596
6827396,7.90722,0.84521,-23.5927,0.317965,0.127825,0.220596
6828268,8.01722,0.81021,-23.6327,0.317965,0.128225,0.219796
6829047,8.06222,0.91021,-23.6527,0.317965,0.129025,0.220596
6829868,8.06222,0.98021,-23.6627,0.318365,0.129425,0.221396
6830713,8.08722,0.94521,-23.6727,0.317565,0.129425,0.221396
6831501,8.02722,0.81521,-23.6927,0.317565,0.129825,0.222196
6832315,8.07222,0.91521,-23.7127,0.317565,0.129825,0.222196
6833277,8.13722,0.90021,-23.7227,0.317565,0.130225,0.220996
6834023,8.11722,0.89021,-23.7427,0.317565,0.130625,0.221796
6834874,8.12222,0.84521,-23.7827,0.317565,0.131425,0.223796
6835780,8.16222,0.87021,-23.7627,0.317565,0.131825,0.224596
6836576,8.21222,0.92021,-23.7627,0.317565,0.131825,0.222996
6837350,8.25722,0.89521,-23.7927,0.317565,0.132225,0.223396
6838191,8.25722,0.85021,-23.8227,0.317165,0.132625,0.224196
6839004,8.32722,0.86521,-23.8227,0.316765,0.133025,0.224196
6839837,8.30722,0.90021,-23.8227,0.316365,0.133025,0.223396
6840664,8.20222,0.99021,-23.8727,0.316365,0.133425,0.222996
6841546,8.26722,0.92521,-23.8927,0.316765,0.133825,0.224196
6842348,8.29222,0.86521,-23.8927,0.316365,0.134225,0.224596
6843216,8.37722,0.87021,-23.9227,0.316765,0.134625,0.226196
6843993,8.42222,0.97021,-23.9327,0.316365,0.134625,0.225796
6844841,8.44722,0.95521,-23.9527,0.316365,0.135025,0.224596
6845671,8.40722,0.93521,-23.9827,0.315965,0.135425,0.224996
6846564,8.47222,0.97021,-23.9827,0.316365,0.135425,0.225796
6847414,8.47222,0.94521,-23.9927,0.316765,0.135425,0.225396
6848218,8.47222,0.92521,-24.0527,0.316765,0.135825,0.225796
6849058,8.51722,0.92521,-24.0627,0.316365,0.135825,0.226596
6849874,8.56222,0.97521,-24.0727,0.316365,0.136225,0.226596
6850708,8.60722,0.97521,-24.0927,0.316365,0.137025,0.227796
6851556,8.60722,0.97521,-24.1227,0.316365,0.137025,0.227796
6852375,8.60722,0.97521,-24.1427,0.316765,0.137025,0.227796
6853224,8.67222,0.91521,-24.1627,0.317165,0.137425,0.226996
6854094,8.63222,0.96521,-24.1827,0.316765,0.137425,0.228196
6854899,8.61222,0.98021,-24.1827,0.316765,0.137825,0.228596
6855720,8.71722,0.96521,-24.2027,0.317165,0.137825,0.227396
6856571,8.74222,0.98021,-24.2427,0.317165,0.137825,0.228596
6857317,8.71722,1.01521,-24.2627,0.317165,0.138225,0.228596
6858175,8.76222,0.99521,-24.3427,0.316765,0.138225,0.229796
6859014,8.74222,0.98021,-24.3527,0.317165,0.138225,0.230196
6859844,8.76722,1.04021,-24.3427,0.317165,0.138225,0.229796
6860695,8.72222,1.04521,-24.3827,0.316765,0.138225,0.229796
6861509,8.68222,0.97021,-24.4027,0.316765,0.138625,0.229796
6862392,8.79222,0.93521,-24.4127,0.316765,0.139025,0.230596
6863226,8.76722,1.02021,-24.4527,0.316765,0.138625,0.231796
6864038,8.81222,1.07021,-24.4727,0.316765,0.139025,0.231396
6864893,8.79222,1.11021,-24.4727,0.316765,0.139025,0.230596
6865688,8.81722,1.04521,-24.5027,0.316765,0.139025,0.229796
6866579,8.79722,0.99021,-24.5127,0.316365,0.139025,0.231796
6867359,8.84222,0.96521,-24.5327,0.316365,0.139825,0.232996
6868217,8.92722,0.99021,-24.5227,0.315965,0.139425,0.232596
6869047,8.91222,1.03021,-24.5527,0.315565,0.139825,0.232596
6869871,8.93222,1.09021,-24.5727,0.315165,0.139825,0.233396
6870714,8.97722,1.12021,-24.5827,0.314765,0.139825,0.234596
6871518,8.87222,1.03521,-24.5827,0.314765,0.139825,0.233396
6872368,8.87222,1.00521,-24.5727,0.314765,0.139825,0.232196
6873206,8.89722,1.14521,-24.5827,0.314365,0.139825,0.232596
6874033,8.87722,1.20521,-24.5927,0.314365,0.140225,0.233396
6874899,8.83722,1.16021,-24.6027,0.313965,0.140225,0.233796
6875705,8.92722,1.18521,-24.6327,0.313165,0.140225,0.234596
6876558,8.99222,1.20021,-24.6527,0.313165,0.140625,0.234596
6877349,8.95222,1.25021,-24.6627,0.313165,0.141025,0.234996
6878172,8.95722,1.25021,-24.6827,0.312765,0.141025,0.234996
6879019,8.97722,1.21521,-24.7027,0.312765,0.141025,0.233396
6879869,9.04222,1.27521,-24.7027,0.312365,0.141025,0.233796
6880718,9.13222,1.20521,-24.7327,0.311565,0.141025,0.234596
6881547,9.05222,1.25521,-24.7427,0.311565,0.141825,0.235796
6882326,9.00722,1.23521,-24.7327,0.311165,0.141825,0.236196
6883166,9.05222,1.31021,-24.7327,0.311165,0.142225,0.236196
6884036,9.08222,1.27521,-24.7627,0.310365,0.142625,0.236996
6884886,9.14722,1.31521,-24.8127,0.310365,0.143025,0.236996
6885669,9.13222,1.33021,-24.8227,0.309965,0.143025,0.237396
6886499,9.09222,1.33021,-24.8327,0.309565,0.143425,0.238196
6887345,9.20222,1.34521,-24.8527,0.309565,0.143825,0.238596
6888162,9.33222,1.37021,-24.8927,0.309565,0.144225,0.238196
6889027,9.38222,1.39521,-24.8727,0.309165,0.144625,0.239796
6889892,9.29722,1.42521,-24.8927,0.308765,0.145025,0.239396
6890755,9.28222,1.34021,-24.9127,0.308365,0.145825,0.239396
6891536,9.36722,1.31521,-24.9227,0.308765,0.146225,0.239796
6892365,9.41222,1.39021,-24.9627,0.308365,0.145825,0.241396
6893193,9.43722,1.45521,-24.9527,0.307965,0.146225,0.241796
6894017,9.42222,1.44521,-24.9827,0.307565,0.147425,0.241796
6894886,9.42222,1.35021,-25.0027,0.307565,0.147825,0.241796
6895767,9.40722,1.39021,-25.0227,0.306765,0.147825,0.240996
6896520,9.53722,1.44021,-25.0327,0.306765,0.147825,0.241396
6897350,9.56222,1.40021,-25.0427,0.306765,0.148225,0.240596
6898161,9.45722,1.49021,-25.0727,0.306365,0.148625,0.240996
6899004,9.46222,1.49021,-25.0827,0.306365,0.149025,0.241796
6899867,9.50722,1.54021,-25.1027,0.305965,0.149025,0.241396
6900698,9.55222,1.54521,-25.1527,0.305165,0.149025,0.242196
6901497,9.53722,1.61021,-25.1527,0.305165,0.149825,0.242596
6902358,9.62222,1.46521,-25.1827,0.305165,0.150625,0.243796
6903204,9.77722,1.45021,-25.2027,0.305565,0.151025,0.244196
6904020,9.67222,1.59021,-25.2327,0.304765,0.151025,0.242996
6904847,9.61222,1.58021,-25.2727,0.304365,0.151825,0.243796
6905707,9.67722,1.57021,-25.2927,0.304365,0.151825,0.244196
6906527,9.68222,1.64021,-25.3527,0.304765,0.152225,0.243396
6907329,9.74722,1.65521,-25.3777,0.304365,0.151825,0.243796
6908197,9.79222,1.63021,-25.4027,0.304365,0.152625,0.244996
6909029,9.79222,1.73021,-25.4177,0.303965,0.152625,0.244596
6909877,9.90222,1.76521,-25.4477,0.303965,0.152625,0.242996
6910674,9.86222,1.69521,-25.4877,0.303565,0.153025,0.243796
6911627,9.84222,1.63521,-25.5127,0.303965,0.153425,0.244996
6912363,9.82222,1.62521,-25.5427,0.303565,0.153425,0.246196
6913708,9.82722,1.70021,-25.5777,0.303165,0.153425,0.245396
6914102,9.85222,1.74021,-25.5977,0.303165,0.153825,0.245396
6918592,9.87222,1.80021,-25.5977,0.303165,0.154225,0.245396
6919047,9.91722,1.80521,-25.6277,0.303165,0.154625,0.246196
6919406,10.0072,1.78021,-25.6677,0.302765,0.154625,0.247396
6919822,9.98722,1.79521,-25.6877,0.302765,0.154625,0.246596
6920374,9.92222,1.76021,-25.7277,0.302365,0.155025,0.247396
6920745,9.94722,1.80021,-25.7577,0.301965,0.155025,0.248196
6921080,9.95222,1.87021,-25.7677,0.301565,0.155425,0.246596
6921442,10.0172,1.86021,-25.7877,0.301565,0.155425,0.246596
6921811,10.0872,1.90021,-25.8177,0.301165,0.155825,0.246596
6922322,10.0922,1.97521,-25.8377,0.300765,0.156225,0.247396
6923199,10.0922,1.95021,-25.8677,0.300765,0.155825,0.248596
6923998,10.1372,2.05021,-25.8777,0.300765,0.156625,0.248196
6924870,10.1422,2.10021,-25.8977,0.300365,0.156625,0.249396
6925691,10.1872,2.00521,-25.9577,0.300365,0.157025,0.249396
6926498,10.2072,2.01521,-25.9577,0.300365,0.157025,0.248196
6927350,10.1672,2.09021,-25.9977,0.299965,0.157425,0.247396
6928175,10.1922,2.01021,-26.0377,0.299565,0.157425,0.246996
6929018,10.2572,1.99521,-26.0677,0.299565,0.157825,0.247796
6929892,10.2822,2.08521,-26.0977,0.299565,0.157825,0.249796
6930721,10.2372,2.13521,-26.1177,0.299565,0.157825,0.248996
6931534,10.2822,2.08521,-26.1577,0.299565,0.157825,0.248996
6932410,10.3272,2.03521,-26.1977,0.299565,0.158225,0.248596
6933207,10.2822,2.08521,-26.2477,0.299565,0.157825,0.248596
6934019,10.2822,2.21021,-26.3127,0.299965,0.157825,0.248996
6934864,10.2572,2.17021,-26.3327,0.299965,0.157825,0.248196
6935710,10.3672,2.18521,-26.3527,0.299565,0.157825,0.249396
6936492,10.3722,2.23521,-26.4027,0.299565,0.157825,0.248596
6937413,10.3922,2.22021,-26.4427,0.299965,0.158225,0.247796
6938214,10.3722,2.16021,-26.5027,0.299965,0.158225,0.248596
6939035,10.3472,2.22521,-26.5327,0.299965,0.158225,0.249396
6939845,10.4122,2.18521,-26.5627,0.299965,0.157825,0.249396
6940687,10.4372,2.20021,-26.6227,0.299965,0.158225,0.249396
6941541,10.4372,2.37021,-26.6327,0.299965,0.158225,0.248596
6942348,10.4172,2.38521,-26.6527,0.299965,0.158625,0.246996
6943184,10.4372,2.37021,-26.6927,0.299965,0.158225,0.248596
6944023,10.5022,2.43521,-26.7827,0.300365,0.158225,0.248196
6944838,10.5272,2.42021,-26.8127,0.300365,0.158225,0.247796
6945667,10.5022,2.36021,-26.8327,0.300765,0.158225,0.248996
6946677,10.5022,2.43521,-26.8827,0.300765,0.158625,0.248996
6947343,10.5472,2.43521,-26.9327,0.300765,0.158625,0.249796
6948192,10.5022,2.33521,-26.9627,0.300765,0.158625,0.249396
6949029,10.5672,2.42021,-27.0177,0.301165,0.158625,0.248596
6949864,10.5672,2.57021,-27.0577,0.301165,0.158225,0.249396
6950706,10.6322,2.55521,-27.0777,0.301165,0.158625,0.248996
6951565,10.7422,2.49521,-27.1277,0.301165,0.158625,0.250196
6952324,10.7172,2.48521,-27.1777,0.301965,0.158625,0.250596
6953277,10.6522,2.54521,-27.2277,0.301965,0.158625,0.251396
6954014,10.6722,2.60521,-27.2877,0.301965,0.158625,0.250996
6954897,10.6722,2.56021,-27.3377,0.302365,0.159025,0.249796
6955663,10.6522,2.52021,-27.3877,0.302365,0.159025,0.249796
6956540,10.7172,2.55521,-27.4377,0.303165,0.159025,0.249796
6957366,10.7772,2.49521,-27.4777,0.303165,0.159025,0.250996
6958298,10.7572,2.51021,-27.5377,0.303565,0.159025,0.250596
6959095,10.8172,2.59021,-27.5977,0.304365,0.159025,0.250596
6959843,10.9022,2.64021,-27.6677,0.304765,0.158625,0.250196
6960718,10.8972,2.59021,-27.6977,0.305165,0.158225,0.248996
6961563,10.8772,2.55021,-27.7177,0.305565,0.158225,0.249796
6962366,10.8072,2.61521,-27.7877,0.305965,0.158225,0.250996
6963209,10.9622,2.65021,-27.8827,0.306365,0.158625,0.250996
6964030,11.0872,2.65021,-27.9227,0.306765,0.158625,0.251796
6964866,10.9972,2.65021,-27.9727,0.307565,0.158225,0.251796
6965670,10.9922,2.74521,-28.0227,0.307965,0.158225,0.251396
6966504,10.9472,2.72021,-28.0827,0.308365,0.158225,0.250996
6967368,11.0122,2.75521,-28.1327,0.308765,0.157825,0.251796
6968190,11.0272,2.79021,-28.1927,0.309565,0.157425,0.250996
6968996,11.0472,2.77521,-28.2427,0.309965,0.157425,0.250596
6969872,11.0422,2.77521,-28.3227,0.310365,0.157425,0.249796
6970689,11.0822,2.77521,-28.3827,0.310765,0.157025,0.250596
6971517,11.0622,2.73521,-28.4427,0.311565,0.156625,0.251396
6972349,11.0572,2.83021,-28.4627,0.311965,0.156625,0.250196
6973195,11.0972,2.85521,-28.5277,0.312365,0.156625,0.250596
6974109,11.0772,2.89521,-28.5677,0.312765,0.156625,0.251396
6974881,11.1172,2.96521,-28.6477,0.313165,0.156625,0.252196
6975684,11.1572,2.99021,-28.6877,0.313565,0.156225,0.251796
6976547,11.1772,3.00021,-28.7477,0.313965,0.156225,0.251396
6977371,11.1522,3.03521,-28.7777,0.314365,0.155825,0.250596
6978191,11.1922,2.93521,-28.8077,0.314365,0.155425,0.250596
6979090,11.1722,2.90021,-28.8877,0.314765,0.155825,0.251396
6979889,11.1722,2.90021,-28.9477,0.314765,0.155025,0.250596
6980668,11.1872,2.96021,-28.9977,0.314765,0.155025,0.250996
6981542,11.2322,2.96021,-29.0577,0.315565,0.155025,0.250196
6982384,11.3372,2.99521,-29.0777,0.315965,0.155025,0.250996
6983167,11.3122,2.96021,-29.1477,0.315965,0.155025,0.250196
6983986,11.3522,2.98021,-29.1877,0.316765,0.154625,0.251396
6984888,11.3522,3.00521,-29.2227,0.316765,0.154225,0.250596
6985682,11.3072,2.98021,-29.2927,0.317165,0.154225,0.249796
6986573,11.3472,3.05021,-29.3327,0.317565,0.153825,0.250596
6987371,11.3622,3.11021,-29.3727,0.318365,0.153425,0.251796
6988193,11.4272,3.07021,-29.4627,0.319165,0.153425,0.250996
6989013,11.4222,3.04521,-29.5327,0.319565,0.153425,0.250596
6989866,11.3522,3.11021,-29.5727,0.319965,0.153025,0.252596
6990708,11.4372,3.15521,-29.6427,0.320365,0.152625,0.250996
6991538,11.4122,3.02021,-29.6927,0.321165,0.152225,0.250596
6992368,11.4522,3.04021,-29.7627,0.321565,0.152225,0.250196
6993220,11.4522,3.14021,-29.8227,0.321965,0.151825,0.249796
6993987,11.4872,3.16021,-29.8777,0.322365,0.151425,0.250596
6994938,11.5272,3.11021,-29.9377,0.323165,0.151425,0.250996
6995709,11.5422,3.14521,-29.9777,0.323965,0.151025,0.250996
6996551,11.5822,3.16521,-30.0477,0.324365,0.150625,0.251396
6997349,11.5372,3.16521,-30.1077,0.325165,0.150225,0.252196
6998193,11.4472,3.21521,-30.1777,0.325565,0.149825,0.251396
6999037,11.4872,3.26021,-30.2177,0.325965,0.149425,0.251796
6999883,11.5072,3.22521,-30.2477,0.326365,0.149825,0.250996
7000693,11.5472,3.14521,-30.3177,0.327165,0.149425,0.249396
7001500,11.5422,3.14521,-30.3677,0.327565,0.149025,0.250596
7002316,11.5622,3.23021,-30.3877,0.327965,0.148625,0.250196
7003166,11.5772,3.24021,-30.4477,0.328765,0.148225,0.248596
7004022,11.5572,3.30021,-30.5227,0.329165,0.148225,0.249396
7004867,11.5722,3.26521,-30.5827,0.329565,0.148225,0.250196
7005693,11.5922,3.30021,-30.6027,0.329965,0.147825,0.250996
7006492,11.5672,3.33521,-30.6327,0.330365,0.147825,0.250196
7007365,11.6322,3.32021,-30.6727,0.330365,0.147425,0.249796
7008208,11.6722,3.29521,-30.7127,0.330765,0.147825,0.249796
7008987,11.7172,3.39521,-30.7427,0.331165,0.147825,0.248996
7009843,11.6972,3.45521,-30.7927,0.331165,0.147425,0.249396
7010706,11.6272,3.37021,-30.7927,0.331565,0.147425,0.249796
7011517,11.6872,3.45521,-30.8427,0.331965,0.147425,0.250196
7012389,11.6872,3.45021,-30.9127,0.332365,0.147025,0.249396
7013243,11.7072,3.46521,-30.9427,0.332365,0.146625,0.248596
7013989,11.7322,3.40021,-30.9327,0.332365,0.147025,0.248196
7014906,11.7472,3.44021,-30.9727,0.332765,0.146625,0.248996
7015675,11.7972,3.46521,-31.0427,0.332365,0.147025,0.248596
7016495,11.7922,3.44021,-31.0727,0.332365,0.146625,0.248196
7017380,11.7522,3.41521,-31.0827,0.332765,0.147025,0.247396
7018191,11.7972,3.41521,-31.1327,0.332765,0.147025,0.248196
7019026,11.7522,3.41521,-31.1527,0.332765,0.146625,0.248196
7019868,11.7522,3.44021,-31.2077,0.333165,0.147025,0.248196
7020742,11.7522,3.46521,-31.2277,0.332765,0.146625,0.247796
7021530,11.8422,3.54021,-31.2877,0.332765,0.147025,0.247796
7022319,11.8422,3.56521,-31.3177,0.332765,0.147025,0.247396
7023208,11.8872,3.56521,-31.3177,0.332365,0.147025,0.247396
7024031,11.9522,3.58021,-31.3577,0.332365,0.147025,0.248596
7024868,11.9072,3.62521,-31.3777,0.332365,0.147025,0.248196
7025672,11.9522,3.60521,-31.4377,0.331965,0.147025,0.246596
7026520,12.0222,3.54521,-31.4577,0.331565,0.147025,0.246196
7027325,12.0022,3.58021,-31.4577,0.331165,0.147425,0.246196
7028227,12.0022,3.65521,-31.4877,0.331165,0.147425,0.246996
7029016,11.9622,3.65521,-31.5077,0.331165,0.147425,0.246996
7029868,11.9872,3.67021,-31.5077,0.331165,0.147425,0.245796
7030709,12.0522,3.73021,-31.5377,0.330765,0.147825,0.245396
7031518,12.0122,3.71021,-31.5677,0.329965,0.147825,0.244996
7032366,12.0372,3.72021,-31.6177,0.329565,0.147825,0.244196
7033206,12.1072,3.78521,-31.6377,0.329165,0.148225,0.244196
7034038,12.0872,3.72521,-31.6277,0.328765,0.148225,0.244196
7034895,12.0272,3.69021,-31.6677,0.328365,0.148225,0.244996
7035722,12.0672,3.79021,-31.7027,0.328365,0.148225,0.244996
7036571,12.1122,3.86021,-31.7127,0.328365,0.148225,0.244196
7037357,12.0972,3.87521,-31.7227,0.327965,0.148625,0.243396
7038221,12.1372,3.90021,-31.7627,0.327565,0.148225,0.244196
7039017,12.1622,3.89021,-31.7927,0.327165,0.148225,0.244596
7039877,12.1622,3.91521,-31.8227,0.327165,0.148225,0.244196
7040689,12.1872,3.93021,-31.8727,0.327165,0.148225,0.244596
7041575,12.1872,3.88021,-31.9127,0.326765,0.148225,0.244196
7042366,12.1922,3.90521,-31.9227,0.326365,0.148625,0.243396
7043187,12.2122,3.94521,-31.9627,0.326365,0.148625,0.243396
7044028,12.1722,3.97021,-32.0227,0.326365,0.149025,0.243796
7044863,12.2172,3.94521,-32.0427,0.326365,0.148625,0.244196
7045663,12.2372,3.98521,-32.0827,0.326365,0.148225,0.244596
7046567,12.1722,3.97021,-32.1127,0.326765,0.148625,0.243796
7047382,12.1922,4.03021,-32.1427,0.326365,0.148225,0.243396
7048192,12.1922,4.05521,-32.2177,0.326365,0.148225,0.243796
7049047,12.2172,4.04521,-32.2677,0.325965,0.148225,0.243796
7049878,12.3022,4.07021,-32.3077,0.325965,0.147825,0.242596
7050675,12.3022,4.09521,-32.3377,0.325565,0.147825,0.243796
7051547,12.2622,4.17021,-32.3877,0.325565,0.147425,0.243796
7052388,12.2822,4.13021,-32.4077,0.325965,0.147425,0.242996
7053188,12.3022,4.12021,-32.4477,0.325965,0.147425,0.243396
7053986,12.3272,4.20521,-32.4777,0.325965,0.147425,0.242196
7054880,12.3472,4.21521,-32.4877,0.325565,0.147025,0.242196
7055678,12.3672,4.28021,-32.5277,0.325165,0.146625,0.242196
7056524,12.3722,4.25521,-32.5577,0.324765,0.146625,0.241396
7057400,12.3072,4.19521,-32.5777,0.324765,0.146625,0.240996
7058219,12.2872,4.23021,-32.6277,0.324365,0.146225,0.241796
7058986,12.3322,4.23021,-32.6877,0.324365,0.146625,0.240996
7059831,12.3322,4.28021,-32.7027,0.324365,0.146625,0.240996
7060702,12.3772,4.28521,-32.7227,0.323965,0.146625,0.240996
7061514,12.3572,4.29521,-32.7627,0.323565,0.146225,0.240596
7062418,12.3372,4.23521,-32.7827,0.323565,0.146225,0.241796
7063168,12.3372,4.33521,-32.7727,0.323165,0.146225,0.240596
7064027,12.3622,4.42021,-32.8127,0.322365,0.146225,0.240996
7064861,12.3222,4.44521,-32.8427,0.321965,0.145825,0.240596
7065707,12.4072,4.44521,-32.8727,0.321965,0.145825,0.240596
7066559,12.3672,4.37521,-32.9027,0.321565,0.145825,0.240596
7067364,12.3272,4.40521,-32.9127,0.320765,0.146225,0.240996
7068245,12.3522,4.49021,-32.9427,0.319965,0.145825,0.239796
7069013,12.3972,4.51521,-32.9427,0.319965,0.145825,0.238596
7069890,12.3822,4.50521,-32.9527,0.319165,0.145825,0.238996
7070659,12.4472,4.49521,-32.9627,0.318765,0.145825,0.239796
7071519,12.5172,4.55521,-32.9877,0.317965,0.145825,0.238596
7072367,12.4322,4.53021,-33.0077,0.317965,0.146225,0.237396
7073203,12.3922,4.51021,-33.0077,0.317165,0.146225,0.236596
7073987,12.4622,4.52521,-33.0477,0.315965,0.146225,0.236996
7074882,12.4872,4.58521,-33.0477,0.315565,0.146225,0.235796
7075670,12.4072,4.64021,-33.0777,0.315165,0.146625,0.236196
7076631,12.4572,4.66521,-33.1077,0.314365,0.146625,0.236196
7077334,12.5422,4.66521,-33.1077,0.313965,0.146625,0.234996
7078244,12.5022,4.64521,-33.1277,0.313565,0.146625,0.234596
7079012,12.4872,4.65521,-33.1577,0.312765,0.146625,0.234196
7079864,12.4922,4.63521,-33.1677,0.311965,0.147425,0.234596
7080685,12.4322,4.67521,-33.1977,0.311565,0.147025,0.232996
7081534,12.4322,4.67521,-33.2477,0.311165,0.147425,0.232996
7082363,12.4822,4.72521,-33.2577,0.310765,0.147425,0.233796
7083347,12.4872,4.78021,-33.2877,0.309965,0.147825,0.233396
7084006,12.4472,4.73021,-33.3277,0.309565,0.147825,0.231396
7084891,12.4872,4.75521,-33.3777,0.309165,0.147825,0.230996
7085679,12.5172,4.82021,-33.4027,0.308365,0.147825,0.230996
7086487,12.5422,4.81021,-33.4527,0.308365,0.148625,0.230596
7087383,12.5472,4.83521,-33.4927,0.307565,0.148625,0.229796
7088187,12.5922,4.83521,-33.5127,0.307565,0.148625,0.230596
7089013,12.5722,4.82521,-33.5327,0.307165,0.148625,0.229396
7089837,12.5572,4.81521,-33.5627,0.306765,0.149425,0.228196
7090675,12.5422,4.95521,-33.5927,0.305965,0.149425,0.228996
7091511,12.5672,5.06521,-33.6427,0.305565,0.149825,0.228196
7092397,12.5422,5.00521,-33.6627,0.305565,0.149825,0.227396
7093196,12.5722,5.06521,-33.6527,0.305165,0.150225,0.227396
7094012,12.5972,5.10521,-33.7227,0.304765,0.150225,0.226596
7094878,12.5322,5.07021,-33.7927,0.304765,0.150225,0.226596
7095706,12.5972,5.08521,-33.8227,0.304365,0.150225,0.227796
7096555,12.6272,5.17021,-33.8727,0.303965,0.150625,0.225396
