Sample,Value
633,0.021369277554039588
634,0.014991978910775654
635,0.009692276315108578
636,0.005506698446617894
637,0.0024717739848832175
638,0.0006240316094840589
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0006240316094840629
682,0.002471773984883215
683,0.005506698446617901
684,0.009692276315108567
685,0.014991978910775656
686,0.021369277554039615
687,0.028787643565320892
688,0.037210548265039924
689,0.04660146297361716
690,0.05692385901147306
691,0.06814120769902804
692,0.08021698035670255
693,0.09311464830491707
694,0.10679768286409203
695,0.12122955535464781
696,0.13637373709700498
697,0.15219369941158387
698,0.16865291361880494
699,0.18571485103908875
700,0.20334298299285564
701,0.22150078080052604
702,0.24015171578252043
703,0.25925925925925924
704,0.27878688255116296
705,0.29869805697865204
706,0.3189562538621469
707,0.33952494452206794
708,0.36036760027883563
709,0.38144769245287036
710,0.4027286923645928
711,0.4241740713344231
712,0.4457473006827819
713,0.46741185173008964
714,0.4891311957967666
715,0.5108688042032334
716,0.5325881482699104
717,0.5542526993172181
718,0.5758259286655768
719,0.5972713076354071
720,0.6185523075471296
721,0.6396323997211644
722,0.6604750554779322
723,0.6810437461378531
724,0.7013019430213481
725,0.721213117448837
726,0.7407407407407407
727,0.7598482842174796
728,0.778499219199474
729,0.7966570170071444
730,0.8142851489609113
731,0.8313470863811951
732,0.8478063005884161
733,0.8636262629029949
734,0.8787704446453523
735,0.893202317135908
736,0.906885351695083
737,0.9197830196432973
738,0.931858792300972
739,0.943076140988527
740,0.9533985370263829
741,0.9627894517349601
742,0.9712123564346791
743,0.9786307224459604
744,0.9850080210892244
745,0.9903077236848914
746,0.9944933015533821
747,0.9975282260151168
748,0.9993759683905159
749,1.0
750,1.0
751,1.0
752,1.0
753,1.0
754,1.0
755,1.0
756,1.0
757,1.0
758,1.0
759,1.0
760,1.0
761,1.0
762,1.0
763,1.0
764,1.0
765,1.0
766,1.0
767,1.0
768,1.0
769,1.0
770,1.0
771,1.0
772,1.0
773,1.0
774,1.0
775,1.0
776,1.0
777,1.0
778,1.0
779,1.0
780,1.0
781,1.0
782,1.0
783,1.0
784,1.0
785,1.0
786,1.0
787,1.0
788,1.0
789,1.0
790,1.0
791,1.0
792,1.0
793,1.0
794,1.0
795,1.0
796,1.0
797,1.0
798,1.0
799,1.0
800,1.0
801,1.0
802,1.0
803,1.0
804,1.0
805,1.0
806,1.0
807,1.0
808,1.0
809,1.0
810,1.0
811,0.9993759683905159
812,0.9975282260151168
813,0.9944933015533821
814,0.9903077236848914
815,0.9850080210892244
816,0.9786307224459604
817,0.9712123564346791
818,0.9627894517349601
819,0.9533985370263829
820,0.943076140988527
821,0.931858792300972
822,0.9197830196432973
823,0.906885351695083
824,0.893202317135908
825,0.8787704446453523
826,0.8636262629029949
827,0.8478063005884161
828,0.8313470863811949
829,0.8142851489609113
830,0.7966570170071444
831,0.778499219199474
832,0.7598482842174795
833,0.7407407407407408
834,0.721213117448837
835,0.701301943021348
836,0.6810437461378531
837,0.6604750554779322
838,0.6396323997211644
839,0.6185523075471296
840,0.5972713076354073
841,0.5758259286655768
842,0.554252699317218
843,0.5325881482699104
844,0.5108688042032334
845,0.4891311957967665
846,0.46741185173008964
847,0.4457473006827819
848,0.4241740713344231
849,0.40272869236459274
850,0.38144769245287036
851,0.36036760027883563
852,0.33952494452206783
853,0.3189562538621469
854,0.2986980569786519
855,0.27878688255116296
856,0.2592592592592593
857,0.24015171578252037
858,0.22150078080052604
859,0.20334298299285555
860,0.18571485103908875
861,0.1686529136188049
862,0.15219369941158384
863,0.13637373709700495
864,0.12122955535464777
865,0.10679768286409203
866,0.09311464830491702
867,0.08021698035670255
868,0.06814120769902807
869,0.05692385901147304
870,0.046601462973617176
871,0.037210548265039896
872,0.028787643565320892
873,0.021369277554039588
874,0.014991978910775654
875,0.009692276315108578
876,0.005506698446617894
877,0.0024717739848832175
878,0.0006240316094840589
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,0.0
993,0.0
994,0.0
995,0.0
996,0.0
997,0.0
998,0.0
999,0.0
