V_FSR1[mV],V_FSR2[mV],FSR1_filtered,FSR2_filtered,,,,SME V1,SME V2,,Variance 1,Variance 2
19.06,56.21,19.17218105,56.32591385,,,,0.008211627,1.753203304,,,
19.55,57.67,19.37568767,57.60552162,,,,0.159505961,0.01847266,,,
19.55,57.67,19.7382856,57.70083994,,,,0.159505961,0.01847266,,,
20.04,56.7,19.88971692,56.6696979,,,,0.791000296,0.695699183,,,
19.06,57.18,19.12672306,57.24711002,,,,0.008211627,0.12537678,,,
19.55,56.21,19.59543186,56.08015731,,,,0.159505961,1.753203304,,,
19.55,57.18,19.38873264,57.37243366,,,,0.159505961,0.12537678,,,
18.57,59.14,18.82331619,58.91882053,,,,0.337117292,2.578960299,,,
19.55,57.18,19.25149845,57.3655213,,,,0.159505961,0.12537678,,,
19.55,56.7,19.83467086,56.63128563,,,,0.159505961,0.695699183,,,
20.04,56.7,19.82517821,56.57468113,,,,0.791000296,0.695699183,,,
18.08,57.67,18.18754039,58.04108603,,,,1.146222957,0.01847266,,,
20.04,57.18,20.04736,56.55298973,,,,0.791000296,0.12537678,,,
19.06,54.25,18.96206583,55.09619531,,,,0.008211627,10.78521978,,,
12.71,57.67,12.85150926,56.680493,,,,41.48156055,0.01847266,,,
15.64,54.74,15.50657657,55.77645661,,,,12.32443892,7.806915664,,,
19.06,58.16,19.148296,57.17037857,,,,0.008211627,0.39176854,,,
17.6,56.7,17.5668805,57.57081511,,,,2.404416262,0.695699183,,,
18.08,57.18,18.07628153,56.46929436,,,,1.146222957,0.12537678,,,
19.06,56.7,19.06208604,57.2363826,,,,0.008211627,0.695699183,,,
19.06,54.25,19.10459693,53.88770902,,,,0.008211627,10.78521978,,,
18.57,54.74,18.44135081,54.92846135,,,,0.337117292,7.806915664,,,
18.08,59.63,18.31104644,59.62364909,,,,1.146222957,4.392856179,,,
19.06,58.16,18.73312314,57.9684667,,,,0.008211627,0.39176854,,,
19.06,56.7,19.45213215,57.10387879,,,,0.008211627,0.695699183,,,
20.53,59.14,20.11959773,58.52175401,,,,1.902694631,2.578960299,,,
19.55,57.67,19.92793204,58.48381238,,,,0.159505961,0.01847266,,,
20.53,59.14,20.2244141,58.17346864,,,,1.902694631,2.578960299,,,
18.57,56.21,18.78666148,57.26439604,,,,0.337117292,1.753203304,,,
19.55,56.7,19.40957816,55.63814546,,,,0.159505961,0.695699183,,,
21.51,55.23,21.61278002,56.2132674,,,,5.5666833,5.308811544,,,
20.04,59.63,19.92271334,58.80478279,,,,0.791000296,4.392856179,,,
19.55,57.67,19.73016879,58.27685974,,,,0.159505961,0.01847266,,,
19.55,57.18,19.278359,56.82258464,,,,0.159505961,0.12537678,,,
17.11,57.67,17.47278377,57.78102619,,,,4.164121927,0.01847266,,,
18.57,58.65,18.14508254,58.74945722,,,,0.337117292,1.245264419,,,
18.57,58.16,19.00793246,57.91190563,,,,0.337117292,0.39176854,,,
20.04,56.7,19.64473871,57.0200228,,,,0.791000296,0.695699183,,,
19.55,58.65,19.85485298,58.33631104,,,,0.159505961,1.245264419,,,
20.04,58.16,19.85342234,58.40050749,,,,0.791000296,0.39176854,,,
18.57,57.18,18.63689304,57.05827128,,,,0.337117292,0.12537678,,,
18.08,57.18,18.10809611,57.1634372,,,,1.146222957,0.12537678,,,
20.04,57.67,19.96049332,57.81866616,,,,0.791000296,0.01847266,,,
19.55,58.65,19.6303358,58.39657205,,,,0.159505961,1.245264419,,,
19.06,58.16,19.02376709,58.47693491,,,,0.008211627,0.39176854,,,
19.06,57.67,19.0223223,57.33619055,,,,0.008211627,0.01847266,,,
18.08,55.72,18.20224854,56.02719848,,,,1.146222957,3.290907424,,,
19.06,57.67,18.86031398,57.42265818,,,,0.008211627,0.01847266,,,
19.06,58.65,19.31709175,58.81862754,,,,0.008211627,1.245264419,,,
19.06,57.67,18.77233585,57.58427073,,,,0.008211627,0.01847266,,,
18.57,57.67,18.86017564,57.68028845,,,,0.337117292,0.01847266,,,
19.55,58.65,19.28230789,58.7005593,,,,0.159505961,1.245264419,,,
19.06,58.16,19.28611946,58.06618422,,,,0.008211627,0.39176854,,,
19.55,57.18,19.37730031,57.29946722,,,,0.159505961,0.12537678,,,
19.55,57.67,19.66452617,57.54054966,,,,0.159505961,0.01847266,,,
19.55,57.67,19.49263307,57.79688891,,,,0.159505961,0.01847266,,,
19.55,57.67,19.55517677,57.55456312,,,,0.159505961,0.01847266,,,
19.55,57.67,19.58953552,57.7687663,,,,0.159505961,0.01847266,,,
19.55,58.16,19.47528991,58.0796597,,,,0.159505961,0.39176854,,,
19.55,57.67,19.64765039,57.73335499,,,,0.159505961,0.01847266,,,
19.55,58.16,19.44553755,58.10951991,,,,0.159505961,0.39176854,,,
19.06,58.65,19.15044292,58.69318881,,,,0.008211627,1.245264419,,,
18.57,58.16,18.51850466,58.11900629,,,,0.337117292,0.39176854,,,
18.57,57.67,18.55628367,57.71128248,,,,0.337117292,0.01847266,,,
19.06,57.18,19.16154341,57.13975968,,,,0.008211627,0.12537678,,,
19.06,56.7,18.85791456,56.73468339,,,,0.008211627,0.695699183,,,
19.55,57.67,19.84998832,57.64599297,,,,0.159505961,0.01847266,,,
20.04,57.67,19.66216828,57.68127572,,,,0.791000296,0.01847266,,,
17.6,56.7,18.02137067,56.69709183,,,,2.404416262,0.695699183,,,
19.06,56.7,18.63540609,56.70717348,,,,0.008211627,0.695699183,,,
18.57,57.67,18.96220434,57.63786632,,,,0.337117292,0.01847266,,,
20.04,57.67,19.70184638,57.75345258,,,,0.791000296,0.01847266,,,
19.55,57.67,19.83061431,57.50778179,,,,0.159505961,0.01847266,,,
19.06,57.18,18.82474354,57.44314247,,,,0.008211627,0.12537678,,,
19.55,57.18,19.75943861,56.80607241,,,,0.159505961,0.12537678,,,
19.55,57.18,19.35027949,57.65663995,,,,0.159505961,0.12537678,,,
19.55,58.16,19.74381007,57.60864378,,,,0.159505961,0.39176854,,,
21.02,55.72,20.8439632,56.30123206,,,,3.494588966,3.290907424,,,
18.57,58.65,18.70367077,58.09298855,,,,0.337117292,1.245264419,,,
19.06,58.16,18.99903293,58.63885718,,,,0.008211627,0.39176854,,,
20.04,57.18,19.99926708,56.82518689,,,,0.791000296,0.12537678,,,
18.08,56.7,18.24588733,56.89724522,,,,1.146222957,0.695699183,,,
19.55,57.18,19.24221422,57.16055315,,,,0.159505961,0.12537678,,,
19.55,57.18,20.00929754,57.01365333,,,,0.159505961,0.12537678,,,
19.55,57.67,18.93874099,58.01977798,,,,0.159505961,0.01847266,,,
19.55,57.67,20.30076424,57.14713793,,,,0.159505961,0.01847266,,,
19.55,53.76,18.68790185,54.44035374,,,,0.159505961,14.2437239,,,
16.62,57.18,17.55122218,56.36090349,,,,6.404027592,0.12537678,,,
22.97,57.18,22.0183064,58.11540633,,,,14.58767867,0.12537678,,,
20.04,56.7,20.9679126,55.67866617,,,,0.791000296,0.695699183,,,
19.06,56.21,18.18721682,57.27279972,,,,0.008211627,1.753203304,,,
19.55,58.65,20.35091464,57.60757335,,,,0.159505961,1.245264419,,,
20.04,53.76,19.31806101,54.70679434,,,,0.791000296,14.2437239,,,
18.08,57.67,18.71818737,56.89566894,,,,1.146222957,0.01847266,,,
21.02,57.67,20.47260002,58.20923875,,,,3.494588966,0.01847266,,,
18.08,57.18,18.52764571,56.91058812,,,,1.146222957,0.12537678,,,
18.08,57.18,17.73915119,57.17988689,,,,1.146222957,0.12537678,,,
20.04,57.18,20.27332737,57.41495643,,,,0.791000296,0.12537678,,,
20.53,57.67,20.39563357,57.2620175,,,,1.902694631,0.01847266,,,
18.57,56.7,18.62464252,57.20376624,,,,0.337117292,0.695699183,,,
18.57,57.67,18.56494993,57.14910566,,,,0.337117292,0.01847266,,,
18.57,57.18,18.56518273,57.65213299,,,,0.337117292,0.12537678,,,
18.57,59.14,18.53906005,58.75773614,,,,0.337117292,2.578960299,,,
19.06,56.7,19.17187517,56.9832439,,,,0.008211627,0.695699183,,,
19.06,56.7,18.83035158,56.49324251,,,,0.008211627,0.695699183,,,
19.55,58.65,19.91877519,58.82560341,,,,0.159505961,1.245264419,,,
21.02,57.18,20.51009042,56.98300819,,,,3.494588966,0.12537678,,,
18.08,55.72,18.71452722,55.9809256,,,,1.146222957,3.290907424,,,
20.04,57.67,19.31113418,57.32540796,,,,0.791000296,0.01847266,,,
19.06,57.18,19.84530836,57.60069553,,,,0.008211627,0.12537678,,,
19.55,58.65,18.74886937,58.18374994,,,,0.159505961,1.245264419,,,
19.06,57.67,19.83634706,58.13901306,,,,0.008211627,0.01847266,,,
20.53,58.65,19.81728486,58.21977302,,,,1.902694631,1.245264419,,,
17.6,57.67,18.21455735,58.03355386,,,,2.404416262,0.01847266,,,
19.55,58.16,19.05980139,57.86912973,,,,0.159505961,0.39176854,,,
19.06,57.67,19.41213532,57.90608916,,,,0.008211627,0.01847266,,,
18.57,58.16,18.35492211,57.9415484,,,,0.337117292,0.39176854,,,
18.08,57.67,18.17265476,57.91680738,,,,1.146222957,0.01847266,,,
18.57,57.18,18.57565897,56.86366744,,,,0.337117292,0.12537678,,,
19.55,57.18,19.47378578,57.5888744,,,,0.159505961,0.12537678,,,
19.06,58.16,19.181048,57.66259678,,,,0.008211627,0.39176854,,,
18.57,56.7,18.42385853,57.25372276,,,,0.337117292,0.695699183,,,
19.06,59.14,19.21885249,58.5828913,,,,0.008211627,2.578960299,,,
20.04,57.67,19.87437682,58.17084323,,,,0.791000296,0.01847266,,,
19.55,58.65,19.72073469,58.25571677,,,,0.159505961,1.245264419,,,
19.55,57.67,19.37385718,57.92984843,,,,0.159505961,0.01847266,,,
19.06,56.7,19.24197877,56.57376994,,,,0.008211627,0.695699183,,,
19.55,56.7,19.3626904,56.72032776,,,,0.159505961,0.695699183,,,
19.06,57.18,19.25086965,57.21947787,,,,0.008211627,0.12537678,,,
19.55,58.65,19.35844774,58.60306556,,,,0.159505961,1.245264419,,,
19.55,58.65,19.7386105,58.65779213,,,,0.159505961,1.245264419,,,
19.55,57.67,19.36827557,57.73357005,,,,0.159505961,0.01847266,,,
18.57,58.16,18.7411151,58.01065879,,,,0.337117292,0.39176854,,,
19.55,58.16,19.39235274,58.39341037,,,,0.159505961,0.39176854,,,
20.04,59.14,20.18269934,58.83513266,,,,0.791000296,2.578960299,,,
19.55,57.67,19.42217541,58.0291004,,,,0.159505961,0.01847266,,,
19.06,58.16,19.17456643,57.76350121,,,,0.008211627,0.39176854,,,
20.04,58.16,19.93542601,58.57952975,,,,0.791000296,0.39176854,,,
19.06,57.67,19.15949236,57.24035323,,,,0.008211627,0.01847266,,,
19.55,55.72,19.45010166,56.14549603,,,,0.159505961,3.290907424,,,
20.04,58.16,20.14340484,57.75709702,,,,0.791000296,0.39176854,,,
17.6,58.65,17.49657499,59.00600726,,,,2.404416262,1.245264419,,,
18.08,58.16,18.1706322,57.88115872,,,,1.146222957,0.39176854,,,
20.04,57.18,19.98219543,57.34736626,,,,0.791000296,0.12537678,,,
18.08,57.67,18.0859743,57.64786312,,,,1.146222957,0.01847266,,,
19.55,57.67,19.60219509,57.52098244,,,,0.159505961,0.01847266,,,
19.55,57.67,19.45492376,57.99962124,,,,0.159505961,0.01847266,,,
18.08,58.16,18.18066216,57.66431231,,,,1.146222957,0.39176854,,,
21.02,57.18,20.96282096,57.79977547,,,,3.494588966,0.12537678,,,
20.04,58.16,20.01016915,57.48264451,,,,0.791000296,0.39176854,,,
19.55,55.72,19.68799236,56.37387802,,,,0.159505961,3.290907424,,,
20.04,57.67,19.8036437,57.11975922,,,,0.791000296,0.01847266,,,
17.6,56.21,17.89777895,56.5944299,,,,2.404416262,1.753203304,,,
20.04,56.7,19.73013742,56.51179682,,,,0.791000296,0.695699183,,,
19.06,56.7,19.33963678,56.69947146,,,,0.008211627,0.695699183,,,
19.06,56.21,18.82994975,56.35731783,,,,0.008211627,1.753203304,,,
19.55,58.16,19.74001753,57.93032481,,,,0.159505961,0.39176854,,,
18.57,56.7,18.38756362,56.94162192,,,,0.337117292,0.695699183,,,
19.06,56.21,19.27507761,56.01706011,,,,0.008211627,1.753203304,,,
19.55,57.67,19.27238156,57.77397701,,,,0.159505961,0.01847266,,,
18.57,58.16,18.91533695,58.16135454,,,,0.337117292,0.39176854,,,
20.53,57.67,20.14259277,57.5683629,,,,1.902694631,0.01847266,,,
19.06,57.18,19.43641558,57.36163227,,,,0.008211627,0.12537678,,,
19.06,58.16,18.7639247,57.92655271,,,,0.008211627,0.39176854,,,
19.55,56.7,19.69563234,56.95549897,,,,0.159505961,0.695699183,,,
20.04,56.21,20.0991102,55.96016308,,,,0.791000296,1.753203304,,,
19.06,57.18,18.77215202,57.39906711,,,,0.008211627,0.12537678,,,
19.06,57.18,19.56097826,57.01529266,,,,0.008211627,0.12537678,,,
20.53,57.18,19.87216048,57.26824013,,,,1.902694631,0.12537678,,,
17.11,59.14,17.83656692,59.14569397,,,,4.164121927,2.578960299,,,
18.57,58.16,17.87730624,58.05366231,,,,0.337117292,0.39176854,,,
17.6,57.67,18.1635304,57.86677627,,,,2.404416262,0.01847266,,,
19.06,58.16,18.69317954,57.90207787,,,,0.008211627,0.39176854,,,
18.08,57.18,18.22404766,57.455244,,,,1.146222957,0.12537678,,,
18.57,59.14,18.62989467,58.89473154,,,,0.337117292,2.578960299,,,
20.53,57.67,20.32196853,57.84868167,,,,1.902694631,0.01847266,,,
18.08,57.67,18.36030088,57.57185097,,,,1.146222957,0.01847266,,,
18.57,58.16,18.29286444,58.19126608,,,,0.337117292,0.39176854,,,
19.06,57.18,19.27644978,57.17867032,,,,0.008211627,0.12537678,,,
18.57,58.16,18.44432121,58.1796609,,,,0.337117292,0.39176854,,,
19.06,57.67,19.09241419,57.58752652,,,,0.008211627,0.01847266,,,
19.55,56.7,19.59297159,56.87319294,,,,0.159505961,0.695699183,,,
20.04,58.65,19.94908725,58.38126827,,,,0.791000296,1.245264419,,,
19.06,57.67,19.17234431,58.01674542,,,,0.008211627,0.01847266,,,
18.08,57.67,17.9645049,57.27886491,,,,1.146222957,0.01847266,,,
18.57,57.18,18.68136939,57.57464239,,,,0.337117292,0.12537678,,,
19.55,58.16,19.44036291,57.80107319,,,,0.159505961,0.39176854,,,
19.55,57.18,19.66610918,57.47301152,,,,0.159505961,0.12537678,,,
19.55,57.67,19.41795338,57.45928691,,,,0.159505961,0.01847266,,,
19.06,57.67,19.21490318,57.79747328,,,,0.008211627,0.01847266,,,
19.55,57.67,19.37010191,57.61284122,,,,0.159505961,0.01847266,,,
19.06,57.67,19.2617767,57.67951415,,,,0.008211627,0.01847266,,,
19.55,58.16,19.33381962,58.17125933,,,,0.159505961,0.39176854,,,
19.06,58.65,19.28029479,58.64328889,,,,0.008211627,1.245264419,,,
19.55,58.65,19.33719621,58.63327749,,,,0.159505961,1.245264419,,,
19.55,58.65,19.74349133,58.6994735,,,,0.159505961,1.245264419,,,
19.55,58.65,19.38700824,58.56877536,,,,0.159505961,1.245264419,,,
19.06,58.16,19.18306877,58.26341118,,,,0.008211627,0.39176854,,,
19.55,58.65,19.47262901,58.53891966,,,,0.159505961,1.245264419,,,
19.55,57.67,19.5821111,57.7733255,,,,0.159505961,0.01847266,,,
20.04,57.67,20.04408748,57.58808559,,,,0.791000296,0.01847266,,,
19.55,58.16,19.52829206,58.20856187,,,,0.159505961,0.39176854,,,
19.55,58.16,19.56319423,58.15781054,,,,0.159505961,0.39176854,,,
20.53,59.14,20.55367105,59.07788187,,,,1.902694631,2.578960299,,,
19.55,57.67,19.46660785,57.82124639,,,,0.159505961,0.01847266,,,
19.06,57.18,19.21292501,56.910639,,,,0.008211627,0.12537678,,,
20.04,58.16,19.8251433,58.57223227,,,,0.791000296,0.39176854,,,
19.06,57.67,19.31253906,57.10627096,,,,0.008211627,0.01847266,,,
19.06,56.7,18.80476766,57.39729021,,,,0.008211627,0.695699183,,,
18.08,59.14,18.30153469,58.35718283,,,,1.146222957,2.578960299,,,
19.06,55.23,18.899841,56.02634997,,,,0.008211627,5.308811544,,,
19.06,58.16,19.14786823,57.43180097,,,,0.008211627,0.39176854,,,
19.06,59.14,19.03493241,59.72617662,,,,0.008211627,2.578960299,,,
19.06,58.65,19.050245,58.25652866,,,,0.008211627,1.245264419,,,
18.57,56.21,18.57510172,56.39312262,,,,0.337117292,1.753203304,,,
20.04,57.18,20.08052895,57.18875577,,,,0.791000296,0.12537678,,,
21.02,58.16,20.90137372,58.0100546,,,,3.494588966,0.39176854,,,
19.06,56.21,19.27337157,56.42856964,,,,0.008211627,1.753203304,,,
19.06,56.21,18.75433826,56.0022215,,,,0.008211627,1.753203304,,,
19.06,57.67,19.4369373,57.79750695,,,,0.008211627,0.01847266,,,
19.55,58.65,19.13777595,58.64692408,,,,0.159505961,1.245264419,,,
18.57,57.18,18.97256211,57.05093886,,,,0.337117292,0.12537678,,,
20.04,57.67,19.69321702,57.89838223,,,,0.791000296,0.01847266,,,
18.57,58.16,18.82196591,57.90011966,,,,0.337117292,0.39176854,,,
18.57,54.74,18.43809909,54.94424692,,,,0.337117292,7.806915664,,,
19.55,56.7,19.55378627,56.63507025,,,,0.159505961,0.695699183,,,
19.06,57.67,19.17554381,57.5384926,,,,0.008211627,0.01847266,,,
19.06,56.7,18.84762773,57.04257582,,,,0.008211627,0.695699183,,,
19.06,58.65,19.33725063,58.12804161,,,,0.008211627,1.245264419,,,
19.06,56.7,18.75490056,57.33200703,,,,0.008211627,0.695699183,,,
18.08,57.67,18.37515436,57.01731004,,,,1.146222957,0.01847266,,,
19.55,56.21,19.29890656,56.79501061,,,,0.159505961,1.753203304,,,
19.55,57.67,19.73097332,57.2210527,,,,0.159505961,0.01847266,,,
19.55,58.16,19.45348281,58.43730291,,,,0.159505961,0.39176854,,,
19.55,58.65,19.56178935,58.54255831,,,,0.159505961,1.245264419,,,
19.55,57.67,19.60833461,57.64285924,,,,0.159505961,0.01847266,,,
19.55,57.18,19.45036994,57.28389982,,,,0.159505961,0.12537678,,,
19.55,58.65,19.65000322,58.53417737,,,,0.159505961,1.245264419,,,
19.55,58.16,19.49878729,58.23245306,,,,0.159505961,0.39176854,,,
19.55,58.16,19.50085061,58.163288,,,,0.159505961,0.39176854,,,
19.55,58.16,19.74580841,58.07802898,,,,0.159505961,0.39176854,,,
19.55,56.7,19.1751579,56.83628082,,,,0.159505961,0.695699183,,,
18.57,57.67,19.13439458,57.52129486,,,,0.337117292,0.01847266,,,
20.04,58.16,19.30254234,58.27597444,,,,0.791000296,0.39176854,,,
19.06,58.65,19.92642142,58.60078603,,,,0.008211627,1.245264419,,,
21.51,58.16,20.58153399,58.13017,,,,5.5666833,0.39176854,,,
18.57,57.67,19.48049992,57.76525441,,,,0.337117292,0.01847266,,,
19.06,57.67,18.24762601,57.54549247,,,,0.008211627,0.01847266,,,
17.6,56.7,18.24760058,56.80499707,,,,2.404416262,0.695699183,,,
19.55,58.65,19.10854009,58.61223919,,,,0.159505961,1.245264419,,,
18.08,59.14,18.30668823,59.07673087,,,,1.146222957,2.578960299,,,
18.08,58.16,18.0428617,58.33638303,,,,1.146222957,0.39176854,,,
19.55,58.65,19.45049835,58.37033857,,,,0.159505961,1.245264419,,,
19.06,56.7,19.22791255,57.05788806,,,,0.008211627,0.695699183,,,
19.55,58.65,19.38186184,58.24402389,,,,0.159505961,1.245264419,,,
19.06,58.16,19.17433812,58.58764394,,,,0.008211627,0.39176854,,,
19.06,57.18,19.03011718,56.74967134,,,,0.008211627,0.12537678,,,
20.04,57.18,19.98059983,57.59926276,,,,0.791000296,0.12537678,,,
19.06,57.67,19.1915677,57.27601134,,,,0.008211627,0.01847266,,,
19.06,56.21,18.88732456,56.55894882,,,,0.008211627,1.753203304,,,
19.55,58.16,19.72807911,57.88265856,,,,0.159505961,0.39176854,,,
19.55,58.16,19.39834281,58.33591754,,,,0.159505961,0.39176854,,,
19.06,58.16,19.16416797,58.11141538,,,,0.008211627,0.39176854,,,
19.55,58.65,19.49862161,58.55788608,,,,0.159505961,1.245264419,,,
19.06,58.65,19.07171994,58.87564693,,,,0.008211627,1.245264419,,,
19.55,58.16,19.54708794,57.83379589,,,,0.159505961,0.39176854,,,
19.55,57.67,19.58749916,58.03763317,,,,0.159505961,0.01847266,,,
18.57,57.67,18.45176975,57.33957042,,,,0.337117292,0.01847266,,,
18.57,56.21,18.80502739,56.4194226,,,,0.337117292,1.753203304,,,
19.06,58.65,18.69470196,58.63060521,,,,0.008211627,1.245264419,,,
19.06,57.18,19.53836593,56.97537351,,,,0.008211627,0.12537678,,,
20.53,55.72,19.98671892,56.13425725,,,,1.902694631,3.290907424,,,
18.57,58.65,19.10784574,58.08949618,,,,0.337117292,1.245264419,,,
20.53,56.7,20.07416435,57.30792775,,,,1.902694631,0.695699183,,,
18.57,58.16,18.87957292,57.61511136,,,,0.337117292,0.39176854,,,
19.06,56.21,18.93349669,56.59628662,,,,0.008211627,1.753203304,,,
20.53,56.7,20.47087276,56.53176672,,,,1.902694631,0.695699183,,,
18.08,57.67,18.29615457,57.60682384,,,,1.146222957,0.01847266,,,
18.08,56.21,17.7560334,56.47502731,,,,1.146222957,1.753203304,,,
18.57,57.67,18.94518343,57.26169951,,,,0.337117292,0.01847266,,,
19.55,57.18,19.17617353,57.66292781,,,,0.159505961,0.12537678,,,
18.57,59.14,18.90097887,58.64373209,,,,0.337117292,2.578960299,,,
19.06,58.65,18.7999933,59.1163881,,,,0.008211627,1.245264419,,,
19.55,57.67,19.72277342,57.25685471,,,,0.159505961,0.01847266,,,
19.06,57.67,18.98220289,58.02064408,,,,0.008211627,0.01847266,,,
18.08,58.16,18.06072701,57.87610784,,,,1.146222957,0.39176854,,,
18.57,56.7,18.68349633,56.91037008,,,,0.337117292,0.695699183,,,
19.06,58.16,18.86164592,58.03517006,,,,0.008211627,0.39176854,,,
19.06,58.16,19.32492307,58.18443721,,,,0.008211627,0.39176854,,,
19.06,57.67,18.75675168,57.75806238,,,,0.008211627,0.01847266,,,
18.08,57.67,18.38553194,57.4660483,,,,1.146222957,0.01847266,,,
20.04,57.67,19.77021952,57.98049862,,,,0.791000296,0.01847266,,,
19.06,58.65,19.26203109,58.25568772,,,,0.008211627,1.245264419,,,
19.06,56.7,18.9442898,57.14491867,,,,0.008211627,0.695699183,,,
19.55,58.16,19.57812088,57.70276431,,,,0.159505961,0.39176854,,,
19.06,58.16,19.10440341,58.59202553,,,,0.008211627,0.39176854,,,
19.55,58.16,19.45941164,57.7855143,,,,0.159505961,0.39176854,,,
19.55,57.18,19.65612048,57.47210397,,,,0.159505961,0.12537678,,,
19.55,58.65,19.45683812,58.45711396,,,,0.159505961,1.245264419,,,
19.55,58.65,19.60829854,58.73436368,,,,0.159505961,1.245264419,,,
19.06,56.7,19.04987429,56.72658579,,,,0.008211627,0.695699183,,,
19.06,56.7,19.01742184,56.56700518,,,,0.008211627,0.695699183,,,
19.55,58.65,19.64178435,58.87639171,,,,0.159505961,1.245264419,,,
19.55,58.65,19.41939285,58.35402055,,,,0.159505961,1.245264419,,,
19.06,57.18,19.21374271,57.50998804,,,,0.008211627,0.12537678,,,
19.55,58.16,19.39180808,57.84049508,,,,0.159505961,0.39176854,,,
19.06,57.67,19.20396073,57.93327609,,,,0.008211627,0.01847266,,,
19.55,58.65,19.43578313,58.47881335,,,,0.159505961,1.245264419,,,
19.55,57.67,19.62464034,57.73456587,,,,0.159505961,0.01847266,,,
19.06,58.16,19.02781923,58.18754989,,,,0.008211627,0.39176854,,,
18.57,58.16,18.56375253,58.08418834,,,,0.337117292,0.39176854,,,
18.57,56.7,18.60466382,56.75975719,,,,0.337117292,0.695699183,,,
19.55,57.67,19.50163615,57.69423387,,,,0.159505961,0.01847266,,,
20.04,57.18,20.0838651,57.02062154,,,,0.791000296,0.12537678,,,
19.06,56.7,19.04112741,57.01109566,,,,0.008211627,0.695699183,,,
19.06,58.65,19.03281538,58.2147286,,,,0.008211627,1.245264419,,,
19.55,57.67,19.64185984,58.15970161,,,,0.159505961,0.01847266,,,
19.06,57.67,18.89165566,57.22449219,,,,0.008211627,0.01847266,,,
19.06,56.21,19.30540962,56.50573788,,,,0.008211627,1.753203304,,,
19.55,58.16,19.2404318,58.10095472,,,,0.159505961,0.39176854,,,
18.57,56.7,18.91909152,56.47691732,,,,0.337117292,0.695699183,,,
20.53,55.23,20.17181617,55.72585078,,,,1.902694631,5.308811544,,,
19.06,58.65,19.39906657,57.9446406,,,,0.008211627,1.245264419,,,
20.04,56.7,19.73956865,57.51302984,,,,0.791000296,0.695699183,,,
20.04,59.14,20.29253022,58.33467502,,,,0.791000296,2.578960299,,,
18.57,57.67,18.36875209,58.36577157,,,,0.337117292,0.01847266,,,
19.55,58.65,19.69459152,58.13072355,,,,0.159505961,1.245264419,,,
19.06,58.16,18.98583069,58.48115883,,,,0.008211627,0.39176854,,,
16.62,57.67,16.60148566,57.52549214,,,,6.404027592,0.01847266,,,
18.57,57.67,18.70426373,57.68944684,,,,0.337117292,0.01847266,,,
18.57,57.67,18.30846014,57.7130746,,,,0.337117292,0.01847266,,,
17.11,58.16,17.4879237,58.10823287,,,,4.164121927,0.39176854,,,
19.06,56.7,18.60285148,56.72995169,,,,0.008211627,0.695699183,,,
18.08,56.7,18.55833426,56.69363135,,,,1.146222957,0.695699183,,,
19.55,59.63,19.11650071,59.63455036,,,,0.159505961,4.392856179,,,
18.08,58.16,18.41069671,58.12545431,,,,1.146222957,0.39176854,,,
19.06,57.18,18.86801574,57.27035488,,,,0.008211627,0.12537678,,,
20.53,58.65,20.57719489,58.49614448,,,,1.902694631,1.245264419,,,
20.04,57.67,20.1141704,57.87283022,,,,0.791000296,0.01847266,,,
19.55,57.67,19.39980436,57.45072408,,,,0.159505961,0.01847266,,,
18.57,56.7,18.74102536,56.89500401,,,,0.337117292,0.695699183,,,
18.57,58.16,18.43002639,58.02672376,,,,0.337117292,0.39176854,,,
18.08,59.14,18.15161098,59.18670149,,,,1.146222957,2.578960299,,,
18.57,58.16,18.58242397,58.20726943,,,,0.337117292,0.39176854,,,
19.55,58.16,19.46112631,58.02874435,,,,0.159505961,0.39176854,,,
19.06,58.16,19.19826945,58.35155288,,,,0.008211627,0.39176854,,,
19.55,58.65,19.40104895,58.43016909,,,,0.159505961,1.245264419,,,
19.55,58.16,19.66883076,58.37332135,,,,0.159505961,0.39176854,,,
19.55,58.16,19.49513028,57.98579535,,,,0.159505961,0.39176854,,,
19.55,58.16,19.52088903,58.26874433,,,,0.159505961,0.39176854,,,
19.55,58.65,19.66552232,58.6236049,,,,0.159505961,1.245264419,,,
19.55,57.67,19.363555,57.6087186,,,,0.159505961,0.01847266,,,
19.06,56.7,19.28700997,56.84227917,,,,0.008211627,0.695699183,,,
20.04,56.7,19.81178937,56.49352181,,,,0.791000296,0.695699183,,,
18.57,55.72,18.75844112,55.96806336,,,,0.337117292,3.290907424,,,
18.08,57.18,17.96675718,56.91298496,,,,1.146222957,0.12537678,,,
19.06,57.67,19.07351618,57.9388594,,,,0.008211627,0.01847266,,,
19.06,58.16,19.1567397,57.89740388,,,,0.008211627,0.39176854,,,
19.06,56.7,18.85785093,56.95745406,,,,0.008211627,0.695699183,,,
19.55,57.18,19.83708293,56.92055002,,,,0.159505961,0.12537678,,,
20.04,58.16,19.70304569,58.42882558,,,,0.791000296,0.39176854,,,
18.57,57.67,18.91028777,57.39043723,,,,0.337117292,0.01847266,,,
19.55,56.7,19.25876133,56.98180392,,,,0.159505961,0.695699183,,,
19.55,58.65,19.74154425,58.38340995,,,,0.159505961,1.245264419,,,
20.04,57.18,19.98899211,57.41062957,,,,0.791000296,0.12537678,,,
19.55,57.67,19.43620601,57.49163416,,,,0.159505961,0.01847266,,,
19.06,57.18,19.34238829,57.29999751,,,,0.008211627,0.12537678,,,
