V_FSR1[mV],V_FSR2[mV],FSR1_filtered,FSR2_filtered,,,,SME V1,SME V2,,Variance 1,Variance 2
18.57,56.7,18.6297684,57.07030374,,,,0.337117292,0.695699183,,,
19.55,58.16,19.45563629,57.87448477,,,,0.159505961,0.39176854,,,
19.55,56.7,19.67390857,56.89408363,,,,0.159505961,0.695699183,,,
19.55,57.18,19.40706358,57.074664,,,,0.159505961,0.12537678,,,
19.55,58.65,19.69933209,58.67510004,,,,0.159505961,1.245264419,,,
19.55,58.16,19.40745666,58.20511011,,,,0.159505961,0.39176854,,,
19.55,57.67,19.67227111,57.56269101,,,,0.159505961,0.01847266,,,
19.55,58.16,19.46150941,58.32463097,,,,0.159505961,0.39176854,,,
19.06,58.65,19.10276661,58.43160349,,,,0.008211627,1.245264419,,,
19.55,57.67,19.55994772,57.93603325,,,,0.159505961,0.01847266,,,
19.55,58.16,19.48977983,57.85936923,,,,0.159505961,0.39176854,,,
19.55,58.65,19.64474685,58.96230302,,,,0.159505961,1.245264419,,,
19.06,58.65,18.96102147,58.35870321,,,,0.008211627,1.245264419,,,
18.57,57.18,18.63123689,57.41237248,,,,0.337117292,0.12537678,,,
20.04,58.65,20.06301596,58.51096925,,,,0.791000296,1.245264419,,,
19.55,57.18,19.40146291,57.20539133,,,,0.159505961,0.12537678,,,
18.08,56.7,18.38061984,56.78592336,,,,1.146222957,0.695699183,,,
19.55,58.16,19.0916895,57.99042976,,,,0.159505961,0.39176854,,,
19.06,56.21,19.65915367,56.41448201,,,,0.008211627,1.753203304,,,
20.04,56.7,19.33612977,56.52100308,,,,0.791000296,0.695699183,,,
18.08,58.16,18.83997489,58.25244704,,,,1.146222957,0.39176854,,,
19.55,57.67,18.78620734,57.71619918,,,,0.159505961,0.01847266,,,
16.62,57.18,17.34038012,56.95919003,,,,6.404027592,0.12537678,,,
17.6,56.21,16.95891032,56.6204124,,,,2.404416262,1.753203304,,,
18.08,56.21,18.61935139,55.61856387,,,,1.146222957,1.753203304,,,
19.55,56.21,19.12376531,56.95061714,,,,0.159505961,1.753203304,,,
18.57,60.12,18.87757022,59.28121514,,,,0.337117292,6.686952059,,,
18.08,56.7,17.89637651,57.57459797,,,,1.146222957,0.695699183,,,
18.08,55.72,18.13124081,54.87326738,,,,1.146222957,3.290907424,,,
19.55,55.23,19.64242435,55.99385911,,,,0.159505961,5.308811544,,,
20.04,58.65,19.79392832,58.00708523,,,,0.791000296,1.245264419,,,
19.06,55.72,19.46190523,56.22607862,,,,0.008211627,3.290907424,,,
19.06,56.7,18.51419727,56.32389382,,,,0.008211627,0.695699183,,,
18.08,58.65,18.74007538,58.92032834,,,,1.146222957,1.245264419,,,
20.53,57.18,19.80197598,56.98441551,,,,1.902694631,0.12537678,,,
18.57,56.7,19.30881968,56.84714531,,,,0.337117292,0.695699183,,,
19.55,59.14,18.85901001,59.02730122,,,,0.159505961,2.578960299,,,
18.08,57.67,18.67330468,57.74921316,,,,1.146222957,0.01847266,,,
20.04,57.18,19.57718708,57.14112748,,,,0.791000296,0.12537678,,,
19.55,57.18,19.87061531,57.17147488,,,,0.159505961,0.12537678,,,
19.06,57.18,18.87340229,57.23679726,,,,0.008211627,0.12537678,,,
19.55,58.65,19.6248669,58.55345046,,,,0.159505961,1.245264419,,,
19.55,58.16,19.5584689,58.27829459,,,,0.159505961,0.39176854,,,
18.57,57.67,18.50539134,57.55570195,,,,0.337117292,0.01847266,,,
18.57,57.67,18.66934424,57.74920622,,,,0.337117292,0.01847266,,,
18.57,56.7,18.45006529,56.68949153,,,,0.337117292,0.695699183,,,
18.08,56.7,18.2127498,56.60989168,,,,1.146222957,0.695699183,,,
19.55,57.18,19.40811196,57.39446691,,,,0.159505961,0.12537678,,,
20.04,57.67,20.18839757,57.32408747,,,,0.791000296,0.01847266,,,
19.55,58.16,19.40004051,58.61953654,,,,0.159505961,0.39176854,,,
19.06,58.16,19.20146866,57.63394731,,,,0.008211627,0.39176854,,,
19.06,56.21,18.9429899,56.72924813,,,,0.008211627,1.753203304,,,
19.06,58.65,19.13303362,58.22510513,,,,0.008211627,1.245264419,,,
20.04,56.7,20.02838225,56.94751558,,,,0.791000296,0.695699183,,,
19.06,57.18,19.00219343,57.16835617,,,,0.008211627,0.12537678,,,
18.57,57.67,18.68969421,57.42640566,,,,0.337117292,0.01847266,,,
18.08,56.21,17.9230554,56.68482849,,,,1.146222957,1.753203304,,,
17.6,58.65,17.75753785,58.00408064,,,,2.404416262,1.245264419,,,
21.02,56.21,20.89942947,56.94646631,,,,3.494588966,1.753203304,,,
19.55,57.67,19.60856763,56.92528745,,,,0.159505961,0.01847266,,,
18.08,57.67,18.08569886,58.35474768,,,,1.146222957,0.01847266,,,
22.48,56.7,22.43334583,56.11976346,,,,11.08478433,0.695699183,,,
24.44,52.79,24.48392017,53.24761111,,,,27.97756167,22.50635043,,,
21.02,54.74,21.03243212,54.3995138,,,,3.494588966,7.806915664,,,
16.62,57.18,16.49980532,57.42560774,,,,6.404027592,0.12537678,,,
16.13,57.67,16.39613988,57.48945617,,,,9.124133257,0.01847266,,,
19.55,57.18,19.12081161,57.32388461,,,,0.159505961,0.12537678,,,
18.57,57.67,19.15472612,57.5418044,,,,0.337117292,0.01847266,,,
18.57,56.21,17.86127875,56.33449668,,,,0.337117292,1.753203304,,,
17.11,56.21,17.89082981,56.08380622,,,,4.164121927,1.753203304,,,
19.55,56.21,18.76321688,56.34087058,,,,0.159505961,1.753203304,,,
19.55,57.67,20.2706408,57.53045914,,,,0.159505961,0.01847266,,,
20.53,58.16,19.94304895,58.31406266,,,,1.902694631,0.39176854,,,
17.6,57.18,18.00213756,57.00585454,,,,2.404416262,0.12537678,,,
19.55,57.18,19.35620185,57.37564849,,,,0.159505961,0.12537678,,,
20.04,58.16,20.03665709,57.9486953,,,,0.791000296,0.39176854,,,
19.06,56.7,19.21465859,56.91359626,,,,0.008211627,0.695699183,,,
20.53,56.7,20.29621408,56.50177433,,,,1.902694631,0.695699183,,,
18.57,56.7,18.7985938,56.86646263,,,,0.337117292,0.695699183,,,
17.11,58.16,16.96706719,58.03459474,,,,4.164121927,0.39176854,,,
18.57,57.67,18.56444694,57.75601164,,,,0.337117292,0.01847266,,,
19.55,56.7,19.7396127,56.64061668,,,,0.159505961,0.695699183,,,
19.55,56.7,19.17317414,56.75245307,,,,0.159505961,0.695699183,,,
18.08,57.18,18.61393052,57.11531165,,,,1.146222957,0.12537678,,,
18.57,58.16,17.93844525,58.24719154,,,,0.337117292,0.39176854,,,
18.57,57.67,19.21959288,57.56522615,,,,0.337117292,0.01847266,,,
20.53,56.21,19.94744645,56.31054846,,,,1.902694631,1.753203304,,,
17.11,57.18,17.55309065,57.11851496,,,,4.164121927,0.12537678,,,
19.55,56.7,19.28881813,56.68269499,,,,0.159505961,0.695699183,,,
19.55,56.7,19.62726683,56.83128182,,,,0.159505961,0.695699183,,,
17.11,58.16,17.17942466,57.89166142,,,,4.164121927,0.39176854,,,
20.04,56.7,19.88715127,57.11239623,,,,0.791000296,0.695699183,,,
20.04,57.18,20.20704698,56.63316963,,,,0.791000296,0.12537678,,,
19.06,56.21,18.93483642,56.86659042,,,,0.008211627,1.753203304,,,
19.55,57.67,19.60193884,56.94091288,,,,0.159505961,0.01847266,,,
19.06,56.7,19.08620641,57.45462648,,,,0.008211627,0.695699183,,,
19.55,58.16,19.46063531,57.43292134,,,,0.159505961,0.39176854,,,
19.06,56.21,19.18826113,56.85495266,,,,0.008211627,1.753203304,,,
19.06,57.18,18.91600466,56.66746909,,,,0.008211627,0.12537678,,,
19.55,56.7,19.69462857,57.04048296,,,,0.159505961,0.695699183,,,
19.55,58.16,19.40941781,58.01453247,,,,0.159505961,0.39176854,,,
19.06,58.16,19.2006539,58.10846028,,,,0.008211627,0.39176854,,,
19.55,57.67,19.40039868,57.89815138,,,,0.159505961,0.01847266,,,
19.06,58.65,19.22731983,58.28579449,,,,0.008211627,1.245264419,,,
19.06,57.67,18.87077275,58.11523747,,,,0.008211627,0.01847266,,,
19.06,58.16,19.26755574,57.695061,,,,0.008211627,0.39176854,,,
20.04,57.18,19.82661647,57.60621446,,,,0.791000296,0.12537678,,,
19.55,58.16,19.74909521,57.81914058,,,,0.159505961,0.39176854,,,
19.55,57.67,19.38928467,57.89799992,,,,0.159505961,0.01847266,,,
19.06,58.16,19.1595315,58.04859644,,,,0.008211627,0.39176854,,,
19.55,58.16,19.5274158,58.17584233,,,,0.159505961,0.39176854,,,
19.55,58.65,19.49176404,58.68713824,,,,0.159505961,1.245264419,,,
19.55,58.65,19.67851028,58.61652783,,,,0.159505961,1.245264419,,,
20.04,57.67,19.8653743,57.6399848,,,,0.791000296,0.01847266,,,
19.06,58.16,19.24722147,58.30417265,,,,0.008211627,0.39176854,,,
19.55,58.65,19.38637284,58.3609692,,,,0.159505961,1.245264419,,,
19.06,57.67,19.16845312,58.10828696,,,,0.008211627,0.01847266,,,
19.06,59.14,19.02776323,58.57450189,,,,0.008211627,2.578960299,,,
20.04,56.7,19.98889082,57.3498904,,,,0.791000296,0.695699183,,,
19.06,57.67,19.18687188,56.99009071,,,,0.008211627,0.01847266,,,
18.08,56.7,17.89865542,57.35379186,,,,1.146222957,0.695699183,,,
19.06,57.18,19.26310353,56.60213896,,,,0.008211627,0.12537678,,,
20.04,56.21,19.85528716,56.67400966,,,,0.791000296,1.753203304,,,
19.06,57.18,19.18528509,56.85248196,,,,0.008211627,0.12537678,,,
19.06,56.21,19.02706002,56.39535636,,,,0.008211627,1.753203304,,,
17.6,57.67,17.52532484,57.61566335,,,,2.404416262,0.01847266,,,
18.08,58.16,18.25323441,58.10855082,,,,1.146222957,0.39176854,,,
20.04,56.21,19.8020674,56.33352506,,,,0.791000296,1.753203304,,,
19.55,57.18,19.8012006,57.01912243,,,,0.159505961,0.12537678,,,
21.02,58.16,20.81113237,58.32949104,,,,3.494588966,0.39176854,,,
18.57,57.67,18.69188356,57.51023604,,,,0.337117292,0.01847266,,,
17.6,58.16,17.58759772,58.30341923,,,,2.404416262,0.39176854,,,
19.55,59.63,19.45558414,59.49858325,,,,0.159505961,4.392856179,,,
18.57,57.67,18.74932809,57.80294646,,,,0.337117292,0.01847266,,,
19.55,57.18,19.31525532,57.02551395,,,,0.159505961,0.12537678,,,
20.04,58.65,20.30522811,58.84835131,,,,0.791000296,1.245264419,,,
20.04,59.14,19.75658575,58.87854588,,,,0.791000296,2.578960299,,,
19.06,56.7,19.36374462,57.03537186,,,,0.008211627,0.695699183,,,
19.55,57.18,19.21346205,56.77208611,,,,0.159505961,0.12537678,,,
19.55,57.67,19.93416773,58.13556017,,,,0.159505961,0.01847266,,,
19.55,58.16,19.10970121,57.66364035,,,,0.159505961,0.39176854,,,
18.08,56.21,18.57234538,56.7031794,,,,1.146222957,1.753203304,,,
19.55,58.16,19.02375404,57.70338999,,,,0.159505961,0.39176854,,,
17.6,57.18,18.13159478,57.57604817,,,,2.404416262,0.12537678,,,
19.55,58.16,19.04507399,57.83224075,,,,0.159505961,0.39176854,,,
19.55,58.16,19.99990984,58.4301252,,,,0.159505961,0.39176854,,,
19.55,58.16,19.17509286,57.92223818,,,,0.159505961,0.39176854,,,
19.06,58.16,19.34964758,58.39682965,,,,0.008211627,0.39176854,,,
19.55,57.67,19.34713914,57.40657026,,,,0.159505961,0.01847266,,,
19.06,56.21,19.18162999,56.51571484,,,,0.008211627,1.753203304,,,
19.55,57.67,19.49799554,57.32121508,,,,0.159505961,0.01847266,,,
19.06,57.18,19.059796,57.56032639,,,,0.008211627,0.12537678,,,
19.06,57.67,19.08938628,57.27511595,,,,0.008211627,0.01847266,,,
19.55,56.21,19.51882634,56.60540953,,,,0.159505961,1.753203304,,,
19.55,58.65,19.55413404,58.25843359,,,,0.159505961,1.245264419,,,
19.55,58.16,19.59869576,58.55504643,,,,0.159505961,0.39176854,,,
19.55,56.7,19.43079313,56.28664361,,,,0.159505961,0.695699183,,,
19.55,57.67,19.74498512,58.11487646,,,,0.159505961,0.01847266,,,
20.04,59.63,19.77849395,59.152011,,,,0.791000296,4.392856179,,,
19.55,56.7,19.85538841,57.19495484,,,,0.159505961,0.695699183,,,
20.53,57.18,20.21212773,56.70150596,,,,1.902694631,0.12537678,,,
19.06,56.7,19.35737174,57.11800412,,,,0.008211627,0.695699183,,,
19.55,58.16,19.29993886,57.8466496,,,,0.159505961,0.39176854,,,
19.55,57.67,19.73812358,57.84560534,,,,0.159505961,0.01847266,,,
19.55,58.16,19.42374873,58.13508118,,,,0.159505961,0.39176854,,,
19.06,58.65,19.13761822,58.53615117,,,,0.008211627,1.245264419,,,
19.06,57.67,19.00949901,57.88662279,,,,0.008211627,0.01847266,,,
19.06,57.67,19.10629276,57.40462375,,,,0.008211627,0.01847266,,,
19.06,57.18,19.00069482,57.43204779,,,,0.008211627,0.12537678,,,
19.55,57.67,19.62855027,57.48947472,,,,0.159505961,0.01847266,,,
19.55,57.18,19.45860482,57.24643572,,,,0.159505961,0.12537678,,,
19.06,57.67,19.14839377,57.7354739,,,,0.008211627,0.01847266,,,
20.04,57.18,19.97216852,56.99355713,,,,0.791000296,0.12537678,,,
19.55,56.7,19.58803419,56.97076625,,,,0.159505961,0.695699183,,,
20.53,58.65,20.51419456,58.34676437,,,,1.902694631,1.245264419,,,
19.55,56.7,19.5706081,56.98437352,,,,0.159505961,0.695699183,,,
18.08,57.67,18.01399408,57.43907124,,,,1.146222957,0.01847266,,,
20.53,57.67,20.68177778,57.84072393,,,,1.902694631,0.01847266,,,
19.06,56.7,18.79918259,56.5665008,,,,0.008211627,0.695699183,,,
16.13,57.67,16.49319377,57.81134539,,,,9.124133257,0.01847266,,,
19.55,57.67,19.12402407,57.46756697,,,,0.159505961,0.01847266,,,
19.06,56.7,19.48429244,57.00998332,,,,0.008211627,0.695699183,,,
19.06,58.65,18.71088378,58.20409463,,,,0.008211627,1.245264419,,,
19.06,57.67,19.26990953,58.25674946,,,,0.008211627,0.01847266,,,
20.04,58.65,20.00727494,57.94056259,,,,0.791000296,1.245264419,,,
19.06,56.7,18.91500574,57.49523375,,,,0.008211627,0.695699183,,,
17.6,59.14,17.88197619,58.30843057,,,,2.404416262,2.578960299,,,
18.57,58.16,18.22804464,58.97211081,,,,0.337117292,0.39176854,,,
18.08,58.16,18.38209936,57.42391864,,,,1.146222957,0.39176854,,,
18.57,57.18,18.41083709,57.78819088,,,,0.337117292,0.12537678,,,
18.57,58.65,18.50197574,58.21006549,,,,0.337117292,1.245264419,,,
19.06,56.7,19.40057472,56.95140318,,,,0.008211627,0.695699183,,,
18.57,58.16,17.96348919,58.08873885,,,,0.337117292,0.39176854,,,
19.55,56.21,20.36234668,56.1425998,,,,0.159505961,1.753203304,,,
25.9,54.25,24.98292314,54.38561922,,,,45.55415703,10.78521978,,,
19.55,58.16,20.45388148,58.04119838,,,,0.159505961,0.39176854,,,
19.06,58.65,18.27583129,58.67391369,,,,0.008211627,1.245264419,,,
19.55,58.16,20.14174702,58.28023833,,,,0.159505961,0.39176854,,,
19.55,58.16,19.17978861,57.88977478,,,,0.159505961,0.39176854,,,
19.55,56.7,19.70967361,57.08005954,,,,0.159505961,0.695699183,,,
19.06,58.16,19.07212315,57.74595001,,,,0.008211627,0.39176854,,,
18.57,56.7,18.43745677,57.05661024,,,,0.337117292,0.695699183,,,
19.55,57.67,19.7518043,57.45367217,,,,0.159505961,0.01847266,,,
20.04,57.18,19.8116854,57.20330826,,,,0.791000296,0.12537678,,,
19.06,56.7,19.28400394,56.87928102,,,,0.008211627,0.695699183,,,
19.55,57.67,19.34914789,57.32304783,,,,0.159505961,0.01847266,,,
19.55,56.21,19.71872641,56.65555852,,,,0.159505961,1.753203304,,,
19.55,58.16,19.41568817,57.70038887,,,,0.159505961,0.39176854,,,
18.57,57.18,18.67099776,57.57503764,,,,0.337117292,0.12537678,,,
18.57,57.67,18.50046229,57.39407061,,,,0.337117292,0.01847266,,,
19.06,58.16,19.09917687,58.29672894,,,,0.008211627,0.39176854,,,
19.55,58.16,19.5410216,58.14741105,,,,0.159505961,0.39176854,,,
19.55,58.65,19.52912525,58.58075782,,,,0.159505961,1.245264419,,,
19.55,58.65,19.59814074,58.74503786,,,,0.159505961,1.245264419,,,
19.55,58.65,19.48163108,58.58352072,,,,0.159505961,1.245264419,,,
19.55,58.16,19.62582568,58.15904043,,,,0.159505961,0.39176854,,,
19.55,58.16,19.48451906,58.24239984,,,,0.159505961,0.39176854,,,
19.55,58.65,19.5856853,58.50024525,,,,0.159505961,1.245264419,,,
19.55,58.16,19.55922509,58.33853967,,,,0.159505961,0.39176854,,,
18.57,58.16,18.51246325,58.0060984,,,,0.337117292,0.39176854,,,
19.55,57.18,19.64123987,57.25448247,,,,0.159505961,0.12537678,,,
20.04,57.67,19.94971614,57.71703367,,,,0.791000296,0.01847266,,,
19.06,56.7,19.09929672,56.51265609,,,,0.008211627,0.695699183,,,
20.04,56.21,20.10557117,56.5295659,,,,0.791000296,1.753203304,,,
19.55,58.65,19.33732431,58.22807129,,,,0.159505961,1.245264419,,,
19.06,55.23,19.43581588,55.71461141,,,,0.008211627,5.308811544,,,
21.02,57.18,20.49996508,56.66885864,,,,3.494588966,0.12537678,,,
19.06,57.67,19.67025425,58.18309007,,,,0.008211627,0.01847266,,,
19.55,56.7,18.93009627,56.19932632,,,,0.159505961,0.695699183,,,
18.57,58.16,19.10729164,58.63472448,,,,0.337117292,0.39176854,,,
19.55,58.16,19.18144947,57.73488716,,,,0.159505961,0.39176854,,,
16.13,55.23,16.26662592,55.56702255,,,,9.124133257,5.308811544,,,
15.64,58.16,15.76384992,57.95826369,,,,12.32443892,0.39176854,,,
19.55,57.18,19.17515926,57.20579775,,,,0.159505961,0.12537678,,,
19.06,57.67,19.64372459,57.83668149,,,,0.008211627,0.01847266,,,
19.55,58.16,18.82041083,57.81996852,,,,0.159505961,0.39176854,,,
18.08,54.74,18.88553387,55.19862528,,,,1.146222957,7.806915664,,,
19.55,57.18,18.73249402,56.68113584,,,,0.159505961,0.12537678,,,
17.11,56.7,17.89087391,57.15654059,,,,4.164121927,0.695699183,,,
19.06,57.18,18.34441601,56.83283046,,,,0.008211627,0.12537678,,,
19.06,57.67,19.70060623,57.87019577,,,,0.008211627,0.01847266,,,
20.53,58.65,19.96117921,58.59998991,,,,1.902694631,1.245264419,,,
19.06,58.16,19.56388438,58.08684903,,,,0.008211627,0.39176854,,,
17.6,55.72,17.15962918,55.87008927,,,,2.404416262,3.290907424,,,
17.11,57.18,17.47763325,57.00434793,,,,4.164121927,0.12537678,,,
20.04,58.16,19.76354339,58.31711003,,,,0.791000296,0.39176854,,,
19.06,57.18,19.22587025,57.07111166,,,,0.008211627,0.12537678,,,
20.53,57.67,20.4833983,57.71637396,,,,1.902694631,0.01847266,,,
19.55,57.67,19.48878224,57.68833827,,,,0.159505961,0.01847266,,,
17.6,57.18,17.73563274,57.10240467,,,,2.404416262,0.12537678,,,
20.53,57.67,20.36771515,57.79717627,,,,1.902694631,0.01847266,,,
19.06,56.7,19.20091899,56.53488669,,,,0.008211627,0.695699183,,,
17.6,56.21,17.51429746,56.40182304,,,,2.404416262,1.753203304,,,
19.06,58.65,19.07965576,58.43862076,,,,0.008211627,1.245264419,,,
19.06,56.7,19.09344686,56.93212721,,,,0.008211627,0.695699183,,,
19.06,56.7,19.00407128,56.435303,,,,0.008211627,0.695699183,,,
19.06,58.65,19.099851,58.96732266,,,,0.008211627,1.245264419,,,
18.57,59.14,18.58250953,58.74926301,,,,0.337117292,2.578960299,,,
18.57,56.7,18.47961881,57.17556625,,,,0.337117292,0.695699183,,,
19.55,56.21,19.72753363,55.65631356,,,,0.159505961,1.753203304,,,
21.02,55.72,20.76393479,56.32307963,,,,3.494588966,3.290907424,,,
19.55,58.65,19.8603541,58.04540118,,,,0.159505961,1.245264419,,,
18.57,57.18,18.2396591,57.72845083,,,,0.337117292,0.12537678,,,
17.11,59.14,17.42338033,58.70200978,,,,4.164121927,2.578960299,,,
19.06,58.16,18.7957147,58.4492027,,,,0.008211627,0.39176854,,,
19.55,57.18,19.74354947,57.05390683,,,,0.159505961,0.12537678,,,
19.06,58.16,18.94578235,58.13404353,,,,0.008211627,0.39176854,,,
19.06,58.16,19.09851945,58.30614961,,,,0.008211627,0.39176854,,,
19.55,57.67,19.57450715,57.44819018,,,,0.159505961,0.01847266,,,
19.55,57.67,19.48008177,57.91944388,,,,0.159505961,0.01847266,,,
19.55,58.16,19.6466568,57.92572702,,,,0.159505961,0.39176854,,,
20.04,56.7,19.93319102,56.88883499,,,,0.791000296,0.695699183,,,
19.55,58.16,19.65459215,58.02960673,,,,0.159505961,0.39176854,,,
19.55,58.65,19.45490832,58.72674546,,,,0.159505961,1.245264419,,,
19.55,57.67,19.63285054,57.62895382,,,,0.159505961,0.01847266,,,
19.55,58.16,19.47932973,58.18756793,,,,0.159505961,0.39176854,,,
19.06,57.67,19.11906292,57.6394266,,,,0.008211627,0.01847266,,,
18.57,57.67,18.5233875,57.70721691,,,,0.337117292,0.01847266,,,
19.06,59.14,19.09121931,59.10657796,,,,0.008211627,2.578960299,,,
20.04,58.16,20.02814954,58.17018823,,,,0.791000296,0.39176854,,,
18.57,57.67,18.55997366,57.70238512,,,,0.337117292,0.01847266,,,
17.6,58.16,17.6302921,58.0751561,,,,2.404416262,0.39176854,,,
18.57,58.65,18.52642121,58.78167427,,,,0.337117292,1.245264419,,,
18.57,58.16,18.61535893,58.00320531,,,,0.337117292,0.39176854,,,
18.57,56.21,18.53656404,56.35939715,,,,0.337117292,1.753203304,,,
18.57,58.16,18.57820316,58.05205412,,,,0.337117292,0.39176854,,,
18.08,57.18,18.10805377,57.22028476,,,,1.146222957,0.12537678,,,
18.08,55.72,18.00783439,55.76064244,,,,1.146222957,3.290907424,,,
18.57,58.16,18.69095083,58.03672434,,,,0.337117292,0.39176854,,,
19.06,56.7,18.88816521,56.90210935,,,,0.008211627,0.695699183,,,
18.08,57.18,18.30315805,56.90263078,,,,1.146222957,0.12537678,,,
19.06,58.65,18.78610961,58.99974267,,,,0.008211627,1.245264419,,,
18.57,58.16,18.89246092,57.74642538,,,,0.337117292,0.39176854,,,
19.06,57.18,18.69500019,57.63311509,,,,0.008211627,0.12537678,,,
19.55,56.21,19.94413092,55.76517764,,,,0.159505961,1.753203304,,,
19.06,54.25,18.66022641,54.61562792,,,,0.008211627,10.78521978,,,
17.11,56.7,17.48260805,56.49590943,,,,4.164121927,0.695699183,,,
19.55,56.7,19.24089102,56.66963239,,,,0.159505961,0.695699183,,,
19.06,58.65,19.27556227,58.95476674,,,,0.008211627,1.245264419,,,
19.06,57.67,18.95138965,57.10110106,,,,0.008211627,0.01847266,,,
17.6,54.74,17.61160421,55.50970333,,,,2.404416262,7.806915664,,,
16.13,60.12,16.18194161,59.25110855,,,,9.124133257,6.686952059,,,
18.57,56.21,18.50475745,57.06653753,,,,0.337117292,1.753203304,,,
19.55,57.67,19.57285512,56.91569838,,,,0.159505961,0.01847266,,,
18.57,57.18,18.63832816,57.78662602,,,,0.337117292,0.12537678,,,
20.53,55.72,20.33895452,55.25607407,,,,1.902694631,3.290907424,,,
21.02,55.72,21.34102665,56.08504226,,,,3.494588966,3.290907424,,,
17.6,56.21,17.16883156,55.88434006,,,,2.404416262,1.753203304,,,
16.13,56.7,16.6272005,57.03612284,,,,9.124133257,0.695699183,,,
21.02,58.16,20.51529804,57.79181029,,,,3.494588966,0.39176854,,,
18.57,55.23,19.02473299,55.61729567,,,,0.337117292,5.308811544,,,
19.55,56.21,19.1857978,55.8444984,,,,0.159505961,1.753203304,,,
20.53,56.7,20.78956018,56.9908374,,,,1.902694631,0.695699183,,,
18.57,58.65,18.40336053,58.47927912,,,,0.337117292,1.245264419,,,
18.57,57.67,18.67181094,57.6992281,,,,0.337117292,0.01847266,,,
19.06,56.7,18.99151899,56.80058893,,,,0.008211627,0.695699183,,,
18.57,57.67,18.62963343,57.48297818,,,,0.337117292,0.01847266,,,
19.55,56.21,19.48590662,56.41943375,,,,0.159505961,1.753203304,,,
18.57,56.7,18.64299745,56.53576459,,,,0.337117292,0.695699183,,,
19.06,56.7,18.97640569,56.76534651,,,,0.008211627,0.695699183,,,
19.55,57.67,19.64921296,57.73063152,,,,0.159505961,0.01847266,,,
19.55,59.14,19.42387468,58.95733777,,,,0.159505961,2.578960299,,,
19.55,57.67,19.71925199,57.94414885,,,,0.159505961,0.01847266,,,
19.55,58.65,19.32120747,58.33043663,,,,0.159505961,1.245264419,,,
19.55,57.67,19.84913887,57.98692414,,,,0.159505961,0.01847266,,,
20.53,56.7,20.15965662,56.42396163,,,,1.902694631,0.695699183,,,
19.06,56.7,19.49130673,56.91412602,,,,0.008211627,0.695699183,,,
20.53,57.67,20.05692208,57.51905854,,,,1.902694631,0.01847266,,,
19.06,56.7,19.55066492,56.80466926,,,,0.008211627,0.695699183,,,
19.55,57.18,19.06731456,57.09127015,,,,0.159505961,0.12537678,,,
19.55,58.65,19.99956695,58.75934722,,,,0.159505961,1.245264419,,,
19.55,58.65,19.15804654,58.48575529,,,,0.159505961,1.245264419,,,
18.57,56.7,18.88077646,56.94303054,,,,0.337117292,0.695699183,,,
19.55,57.67,19.34086936,57.34080746,,,,0.159505961,0.01847266,,,
18.08,58.16,18.17455621,58.5630271,,,,1.146222957,0.39176854,,,
19.06,57.67,19.08029408,57.22489155,,,,0.008211627,0.01847266,,,
20.04,55.72,19.92020174,56.16035077,,,,0.791000296,3.290907424,,,
18.57,57.67,18.7597094,57.28780395,,,,0.337117292,0.01847266,,,
19.55,56.7,19.32842183,56.97539315,,,,0.159505961,0.695699183,,,
19.55,57.67,19.76506779,57.53428608,,,,0.159505961,0.01847266,,,
19.55,58.65,19.37267308,58.6362766,,,,0.159505961,1.245264419,,,
19.06,57.67,19.18015201,57.81811652,,,,0.008211627,0.01847266,,,
19.06,58.16,19.00361466,57.91361197,,,,0.008211627,0.39176854,,,
19.55,58.16,19.54683941,58.45465411,,,,0.159505961,0.39176854,,,
19.55,58.65,19.60145225,58.36259728,,,,0.159505961,1.245264419,,,
19.55,58.16,19.46458221,58.38706326,,,,0.159505961,0.39176854,,,
19.55,58.16,19.65490837,58.03718303,,,,0.159505961,0.39176854,,,
19.55,57.67,19.43880653,57.65907465,,,,0.159505961,0.01847266,,,
19.55,58.16,19.65574612,58.31643018,,,,0.159505961,0.39176854,,,
20.04,58.65,19.95030841,58.35485045,,,,0.791000296,1.245264419,,,
19.55,57.18,19.61378614,57.59072752,,,,0.159505961,0.12537678,,,
20.04,58.16,20.01150636,57.66819373,,,,0.791000296,0.39176854,,,
20.53,57.18,20.51388913,57.71365205,,,,1.902694631,0.12537678,,,
19.06,59.14,19.13036933,58.60200189,,,,0.008211627,2.578960299,,,
18.08,58.65,17.94553573,59.16129837,,,,1.146222957,1.245264419,,,
18.08,57.67,18.28710476,57.20762835,,,,1.146222957,0.01847266,,,
19.06,56.7,18.77590869,57.10071334,,,,0.008211627,0.695699183,,,
18.57,59.14,18.92765489,58.80395787,,,,0.337117292,2.578960299,,,
18.57,57.18,18.15287543,57.45821378,,,,0.337117292,0.12537678,,,
18.08,57.18,18.53098582,56.94404462,,,,1.146222957,0.12537678,,,
20.53,57.67,20.08013071,57.88401668,,,,1.902694631,0.01847266,,,
19.06,56.21,19.46941928,55.9996595,,,,0.008211627,1.753203304,,,
18.57,55.72,18.23813836,55.93567238,,,,0.337117292,3.290907424,,,
18.08,57.67,18.30584183,57.45325117,,,,1.146222957,0.01847266,,,
18.57,57.18,18.46494142,57.38190528,,,,0.337117292,0.12537678,,,
18.57,57.18,18.55640385,57.01348207,,,,0.337117292,0.12537678,,,
